,BlueCars_taken_sum,BlueCars_returned_sum,Utilib_taken_sum,Utilib_returned_sum,Utilib_14_taken_sum,Utilib_14_returned_sum,Slots_freed_sum,Slots_taken_sum
0,110,103,3,2,10,9,22,20
1,98,94,1,1,8,8,23,22
2,138,139,0,0,2,2,27,27
3,104,104,2,2,9,8,25,21
4,114,117,3,3,6,6,18,20
5,187,185,6,6,7,8,38,35
6,180,180,2,2,10,9,34,34
7,84,83,3,3,10,10,14,15
8,81,84,1,1,4,4,15,15
9,88,85,5,5,11,11,23,22
10,125,125,3,4,13,13,22,22
11,126,127,3,2,12,12,11,13
12,224,223,2,2,15,15,38,38
13,193,193,2,2,12,12,22,20
14,107,107,4,4,9,9,15,15
15,116,116,1,1,8,8,19,20
16,118,118,2,2,7,7,16,15
17,122,122,7,7,8,8,21,21
18,130,130,3,3,7,7,17,19
19,217,217,2,2,25,25,41,39
20,143,150,4,4,8,8,23,25
21,123,116,2,2,5,5,14,14
22,112,113,3,3,10,10,11,9
23,108,107,7,7,14,14,24,25
24,130,130,0,0,4,4,20,20
25,145,146,0,0,7,7,35,37
26,216,218,1,1,12,12,36,36
27,190,189,5,5,10,10,32,30
28,83,81,2,2,3,3,17,16
29,103,103,2,2,3,3,11,11
30,108,110,2,2,4,4,13,14
31,112,110,4,4,15,15,21,20
32,146,147,3,3,6,6,28,28
33,199,204,4,4,15,15,34,37
34,186,180,2,2,17,17,36,33
35,121,121,2,2,7,7,17,18
36,118,118,4,4,3,3,12,11
37,98,99,8,8,10,10,19,19
38,113,112,5,5,9,9,15,15
39,109,109,5,5,4,4,14,15
40,207,207,5,5,12,12,28,27
41,160,165,7,7,16,16,32,33
42,115,111,1,1,7,7,18,19
43,94,93,6,6,9,10,21,19
44,99,99,2,2,5,4,19,20
45,119,119,3,3,6,6,18,18
46,130,130,0,0,11,12,27,28
47,176,176,4,4,9,8,36,36
48,157,158,1,1,11,11,26,25
49,85,86,1,1,9,9,12,12
50,100,98,3,3,9,9,11,11
51,116,116,1,1,10,10,23,22
52,121,122,4,4,11,11,21,21
53,135,135,3,3,8,8,17,18
54,8,9,0,0,0,0,0,0
55,92,91,0,1,5,5,18,18
56,127,131,6,5,8,8,32,31
57,136,137,9,9,4,6,20,23
58,192,193,1,1,9,7,27,26
59,168,165,4,4,16,16,28,28
60,102,103,1,1,12,12,21,19
61,122,121,2,2,6,6,23,23
62,118,118,2,2,10,10,21,21
63,113,113,3,3,8,8,17,19
64,135,138,4,4,13,13,20,18
65,207,208,5,5,15,15,48,50
66,180,177,3,3,12,12,30,28
67,99,98,6,6,1,1,15,17
68,123,124,2,2,4,4,19,18
69,102,101,5,5,12,12,23,23
70,134,135,1,1,10,10,22,21
71,145,145,3,3,13,13,36,40
72,197,203,2,2,21,21,34,31
73,173,169,6,6,11,12,28,27
74,99,96,3,3,18,18,16,17
75,98,98,3,3,5,4,25,24
76,135,136,3,3,5,5,24,24
77,143,142,9,9,3,3,22,24
78,131,131,2,2,5,5,16,15
79,196,196,11,11,13,13,27,27
80,150,154,3,3,11,12,29,28
81,102,100,0,0,10,10,20,23
82,98,97,4,4,18,17,18,16
83,103,103,4,4,8,8,16,18
84,145,144,4,4,9,9,18,18
85,126,128,6,6,11,11,25,23
86,192,193,3,3,12,12,27,27
87,176,179,2,3,14,15,21,21
88,156,151,4,3,11,11,20,19
89,112,111,2,2,5,4,22,22
90,115,115,6,6,4,4,15,16
91,118,118,1,1,9,9,24,25
92,130,135,6,6,12,12,31,31
93,231,232,8,8,8,8,47,48
94,119,117,1,1,13,13,29,28
95,105,105,1,1,15,15,21,21
96,100,100,2,2,19,19,18,18
97,125,125,5,5,6,6,20,21
98,103,104,8,8,1,1,16,16
99,138,137,3,3,8,8,30,30
100,219,219,5,5,13,13,35,35
101,179,179,2,2,6,6,34,33
102,122,122,4,4,8,8,23,24
103,107,107,6,6,7,7,18,17
104,124,124,2,2,17,18,16,17
105,105,101,3,4,9,9,18,17
106,146,143,4,4,8,8,19,18
107,188,190,8,8,13,13,33,33
108,139,137,9,9,12,12,22,21
109,97,99,2,2,6,6,11,11
110,120,118,0,0,8,9,13,14
111,113,113,2,2,7,6,17,16
112,102,102,3,3,7,7,16,18
113,102,102,4,4,6,6,20,20
114,159,159,11,11,5,5,27,27
115,147,147,1,1,3,3,20,19
116,118,118,4,4,4,4,21,21
117,151,151,2,2,15,17,27,26
118,122,122,1,1,11,9,18,18
119,138,138,2,2,9,9,26,26
120,129,130,0,0,7,7,16,18
121,207,207,7,7,9,9,40,39
122,152,155,2,2,12,12,17,17
123,118,115,5,5,6,6,24,24
124,157,156,0,0,1,1,30,30
125,114,120,4,4,3,3,25,26
126,146,141,7,7,1,1,36,34
127,142,144,4,4,12,12,30,32
128,110,94,2,2,2,3,13,11
129,116,116,4,4,8,8,19,18
130,141,142,9,9,7,7,23,24
131,202,201,5,5,9,9,37,38
132,175,179,3,3,13,13,29,28
133,96,94,5,5,5,5,9,8
134,142,141,4,4,5,5,19,19
135,119,118,17,17,5,5,21,22
136,133,133,4,4,9,9,22,22
137,116,118,2,2,7,7,21,22
138,254,253,7,8,14,15,40,39
139,196,199,9,8,18,17,24,24
140,99,95,1,1,16,16,11,11
141,137,138,3,3,6,6,16,16
142,109,108,5,5,19,19,10,11
143,113,113,6,6,10,10,20,18
144,133,133,4,4,9,9,19,20
145,185,188,8,8,6,7,30,31
146,146,146,4,4,13,13,14,14
147,116,113,1,1,21,20,17,16
148,126,126,4,4,21,22,16,16
149,98,98,5,5,11,10,12,13
150,156,156,4,4,6,6,26,24
151,150,150,5,5,3,3,20,22
152,203,206,7,7,18,18,35,34
153,175,174,7,7,8,9,20,20
154,122,120,6,6,12,11,22,22
155,6,7,0,0,0,0,0,0
156,145,138,4,6,12,11,30,29
157,137,125,6,4,8,8,32,31
158,166,165,3,3,16,17,31,33
159,131,135,6,7,13,12,32,32
160,165,165,2,2,11,11,34,32
161,243,244,5,5,12,12,41,42
162,193,197,4,4,12,12,31,30
163,135,130,5,5,13,14,24,24
164,151,153,9,9,12,11,41,43
165,143,141,1,1,5,5,29,30
166,143,143,5,5,10,10,29,29
167,159,159,2,2,9,9,30,27
168,264,264,3,3,8,8,48,49
169,213,223,1,1,11,11,26,27
170,164,156,3,3,9,9,36,36
171,150,148,4,4,8,8,25,25
172,163,164,4,4,10,10,43,43
173,191,190,10,10,11,11,43,43
174,190,190,5,5,13,13,44,45
175,276,277,3,3,11,11,49,49
176,210,213,9,9,11,12,44,41
177,183,179,5,5,15,15,30,30
178,130,131,6,6,8,7,33,35
179,156,155,5,5,22,22,41,40
180,148,149,9,9,14,14,41,42
181,176,175,10,10,11,11,36,36
182,270,270,8,8,16,16,49,48
183,192,198,6,6,11,11,36,38
184,128,122,3,3,13,13,40,37
185,142,142,6,6,15,15,37,38
186,176,177,4,4,12,12,36,36
187,186,185,3,3,14,14,36,36
188,157,158,7,7,6,6,39,40
189,280,280,6,6,20,20,43,45
190,188,189,2,2,8,8,18,17
191,163,161,0,0,27,27,32,32
192,178,178,2,2,9,9,30,30
193,146,147,2,2,9,9,22,21
194,153,152,3,3,15,15,24,25
195,158,160,5,5,20,20,40,38
196,259,257,4,4,14,14,44,45
197,197,205,13,13,9,9,35,36
198,156,148,2,2,13,13,34,32
199,152,152,6,6,13,13,42,41
200,161,161,7,7,10,10,36,38
201,180,180,1,1,9,9,37,37
202,146,146,6,6,6,6,45,44
203,240,240,2,2,16,16,44,44
204,165,165,3,3,17,17,33,33
205,123,123,4,4,15,15,24,24
206,157,157,9,9,9,10,40,39
207,146,146,3,3,7,6,33,33
208,185,185,8,8,10,10,27,28
209,190,190,6,6,8,8,29,30
210,12,12,0,0,0,0,0,0
211,156,157,3,3,13,13,39,39
212,178,180,4,4,8,9,31,32
213,190,190,8,8,6,6,30,28
214,264,265,10,10,12,12,51,52
215,181,186,2,2,12,14,36,35
216,142,136,4,4,14,12,27,26
217,152,152,6,6,7,7,30,31
218,173,173,6,6,12,12,26,26
219,140,140,4,4,14,14,34,34
220,175,176,3,3,12,13,37,38
221,263,265,5,5,19,18,36,38
222,167,171,9,9,14,14,46,42
223,129,122,2,2,5,5,28,29
224,146,146,1,1,15,15,22,23
225,177,177,1,1,9,9,34,34
226,180,180,2,2,7,7,43,43
227,167,167,4,4,14,14,59,59
228,250,255,10,11,16,16,44,46
229,208,209,8,8,11,13,30,29
230,150,144,10,9,14,12,27,25
231,136,136,2,2,13,13,27,26
232,164,164,3,3,8,9,41,42
233,157,158,3,3,10,9,40,39
234,171,170,2,2,9,9,36,38
235,266,266,2,2,15,15,38,39
236,166,175,1,1,6,8,37,37
237,155,149,3,3,9,7,34,32
238,168,165,6,6,4,4,45,46
239,146,146,9,9,12,12,30,29
240,186,186,0,0,9,9,34,34
241,153,153,4,4,10,10,38,39
242,247,248,9,9,18,18,44,44
243,193,193,5,5,8,9,33,31
244,175,186,5,5,9,8,36,37
245,185,174,4,4,10,10,29,30
246,152,151,7,7,19,19,35,35
247,167,167,9,9,14,14,39,37
248,154,161,4,4,13,13,32,36
249,243,243,4,4,15,15,64,65
250,176,183,3,3,18,18,40,39
251,161,155,7,7,8,8,35,35
252,145,144,2,2,15,15,44,47
253,158,159,6,6,15,15,27,27
254,165,164,3,3,9,9,34,31
255,184,185,0,0,12,13,38,39
256,293,292,8,8,14,13,56,57
257,216,222,3,5,7,7,52,50
258,157,151,6,4,9,9,31,30
259,155,155,6,6,6,7,35,37
260,151,147,4,4,10,9,36,34
261,131,134,4,5,8,7,20,21
262,148,144,3,3,6,5,35,33
263,228,236,4,5,21,21,35,34
264,182,177,3,2,10,10,31,32
265,134,132,2,2,10,10,26,27
266,123,122,6,6,9,9,24,23
267,155,155,6,6,7,7,27,27
268,144,144,9,9,5,5,33,33
269,179,180,3,3,11,11,37,37
270,218,218,8,8,13,13,37,36
271,168,181,2,2,6,6,35,36
272,196,183,2,2,11,12,34,33
273,162,170,5,5,11,10,35,35
274,150,141,18,18,10,10,38,40
275,153,154,6,6,9,9,35,34
276,173,174,2,2,18,18,34,38
277,171,172,5,5,8,8,38,34
278,135,143,8,8,14,15,34,34
279,161,159,3,4,6,5,38,38
280,160,167,4,3,11,13,37,40
281,133,121,1,1,4,2,32,28
282,188,184,0,0,11,12,35,35
283,185,186,3,3,12,11,39,40
284,104,99,7,7,10,9,25,27
285,168,168,4,4,11,11,48,51
286,160,162,9,9,23,23,40,38
287,239,237,6,6,19,19,46,47
288,200,207,0,2,18,19,22,22
289,170,163,3,1,15,14,24,22
290,152,152,11,11,12,12,29,30
291,170,170,3,3,10,10,29,28
292,174,174,2,2,9,9,39,41
293,171,172,4,4,13,13,30,30
294,231,233,9,9,16,16,47,48
295,171,188,1,1,14,14,29,28
296,172,154,3,3,6,6,41,40
297,191,189,3,3,5,5,45,44
298,154,154,4,4,15,15,34,36
299,152,153,8,8,12,12,31,30
300,203,202,6,6,9,9,42,42
301,280,283,8,8,9,9,29,31
302,196,198,3,3,9,9,37,36
303,173,169,17,17,12,12,48,49
304,172,171,6,6,8,8,35,32
305,176,176,6,6,7,7,34,37
306,154,155,1,1,8,8,26,24
307,193,192,9,9,15,15,43,44
308,245,252,12,14,5,6,40,41
309,208,211,7,5,11,10,27,25
310,138,128,4,4,8,8,23,23
311,5,6,1,1,2,2,1,1
312,264,250,6,7,3,6,45,43
313,195,187,3,3,18,17,47,45
314,228,229,10,10,20,19,44,42
315,195,187,15,15,11,12,36,35
316,237,249,3,4,17,16,50,52
317,331,338,9,8,13,16,95,97
318,283,293,8,8,17,16,84,87
319,240,214,5,5,9,8,46,40
320,212,211,7,8,15,15,50,50
321,197,190,6,5,12,11,48,47
322,211,212,3,3,8,8,47,46
323,216,228,9,9,8,10,52,54
324,380,379,8,8,23,25,83,84
325,356,359,5,5,20,17,81,83
326,218,220,3,3,15,15,42,38
327,233,225,3,3,14,13,58,60
328,217,208,2,2,23,23,61,57
329,220,219,7,7,13,13,64,65
330,238,245,7,8,15,15,67,69
331,384,400,8,8,14,14,101,103
332,313,307,4,4,15,16,86,87
333,229,221,13,14,8,7,61,58
334,221,224,12,10,8,8,51,52
335,217,203,3,3,10,10,51,49
336,201,202,5,5,11,12,63,62
337,191,197,9,10,17,17,51,52
338,350,367,8,8,12,11,97,103
339,327,334,13,12,19,19,95,92
340,223,203,4,4,14,15,60,58
341,182,187,3,3,19,18,57,58
342,226,222,6,6,13,14,65,67
343,234,224,6,6,18,17,80,78
344,262,274,7,7,12,14,64,60
345,361,359,8,8,18,16,79,82
346,335,344,6,6,25,27,77,77
347,205,201,6,6,8,6,58,57
348,208,207,3,4,1,2,58,60
349,168,155,4,3,7,7,35,34
350,198,199,9,9,6,5,54,53
351,224,228,3,3,6,7,56,58
352,346,340,10,10,20,21,85,88
353,303,317,7,7,21,20,75,72
354,205,222,1,1,10,10,64,69
355,197,169,9,9,15,15,73,66
356,229,235,8,8,16,15,63,67
357,221,214,2,2,12,12,41,37
358,236,235,0,0,12,12,64,65
359,341,342,12,12,24,24,97,99
360,277,290,6,6,16,17,64,64
361,191,184,5,6,13,12,56,55
362,197,203,13,12,11,11,37,36
363,206,192,2,2,12,12,46,46
364,180,182,9,9,13,13,55,53
365,195,204,16,17,11,12,60,62
366,25,12,1,0,2,1,3,1
367,180,184,3,3,7,7,48,51
368,208,202,0,0,9,8,62,60
369,230,241,7,9,13,13,61,62
370,330,332,11,11,18,20,82,82
371,286,297,5,3,20,19,71,72
372,196,195,5,6,21,21,55,57
373,265,249,8,7,19,18,69,65
374,251,245,1,1,11,11,60,60
375,193,192,5,5,21,21,58,60
376,205,231,6,7,12,13,74,75
377,412,414,4,5,23,25,89,92
378,340,329,11,9,29,29,91,88
379,211,210,7,7,7,4,43,44
380,227,212,6,6,14,14,55,50
381,178,179,5,6,17,17,55,55
382,196,192,8,7,19,21,60,60
383,207,222,4,4,21,19,63,66
384,357,366,11,13,18,18,109,113
385,319,319,21,21,10,10,101,97
386,190,188,10,8,6,7,50,50
387,226,207,7,7,14,13,75,77
388,224,225,5,5,7,7,64,63
389,189,189,7,8,8,9,52,49
390,240,247,9,10,20,21,73,75
391,375,376,11,9,26,25,70,72
392,326,331,4,4,21,20,80,77
393,197,202,3,3,9,12,51,52
394,217,202,9,10,14,12,47,43
395,201,196,6,5,7,6,59,60
396,213,214,5,5,9,9,61,60
397,200,206,5,5,5,7,40,43
398,311,322,19,20,26,24,76,74
399,284,283,17,16,16,17,72,75
400,255,271,7,7,19,22,54,57
401,203,199,9,9,17,14,51,50
402,237,212,5,5,16,15,77,75
403,209,214,8,8,8,9,69,69
404,215,218,4,4,19,20,71,71
405,323,328,4,4,28,29,84,89
406,256,267,8,8,13,12,57,59
407,202,205,4,4,10,10,52,52
408,204,196,3,3,9,9,58,57
409,193,187,2,2,13,14,69,68
410,208,205,7,7,20,19,62,58
411,214,231,6,7,15,15,45,52
412,382,377,19,19,13,13,82,81
413,315,311,8,7,15,15,68,67
414,175,182,2,2,16,19,47,46
415,193,178,11,11,21,18,52,49
416,161,164,6,6,18,17,44,43
417,182,175,6,5,10,10,44,47
418,224,218,6,6,16,15,50,51
419,310,322,7,8,17,17,78,77
420,265,281,5,4,11,13,70,78
421,184,174,4,4,12,12,29,26
422,212,195,12,13,12,13,55,49
423,176,174,4,3,23,20,61,60
424,207,207,6,6,20,21,64,68
425,200,199,4,4,11,10,54,52
426,333,339,6,6,8,8,73,73
427,277,305,5,6,16,16,53,59
428,237,220,11,11,13,16,71,68
429,216,216,5,6,13,13,49,49
430,237,247,4,4,18,15,66,70
431,276,258,5,3,10,11,64,61
432,221,219,10,10,23,22,60,64
433,196,192,7,7,16,16,52,43
434,259,284,9,10,23,24,76,79
435,212,222,5,4,11,11,65,70
436,260,253,1,2,11,10,64,60
437,165,157,2,3,8,10,52,55
438,250,238,7,5,18,16,61,59
439,177,174,11,12,16,17,54,50
440,176,173,4,3,15,15,46,43
441,188,177,2,2,20,19,65,64
442,211,214,1,1,15,15,63,69
443,276,277,7,7,9,9,87,81
444,297,326,4,4,21,25,67,73
445,258,235,7,7,30,27,56,49
446,220,214,10,10,17,16,53,56
447,181,178,3,3,4,4,51,49
448,192,190,3,3,10,10,67,67
449,270,275,7,7,15,15,76,76
450,326,330,13,13,18,21,97,97
451,283,318,18,20,22,22,81,89
452,241,216,4,2,18,15,46,42
453,235,228,3,5,9,10,51,52
454,220,214,5,3,19,19,59,58
455,213,207,5,5,14,13,47,43
456,240,250,5,5,15,15,55,57
457,349,342,11,11,29,29,74,74
458,305,328,7,9,20,20,53,58
459,226,211,10,9,21,23,54,52
460,209,202,5,4,18,16,48,46
461,173,174,10,11,6,8,48,49
462,223,218,13,12,23,21,39,37
463,220,224,7,7,21,21,56,55
464,290,304,13,14,10,11,56,58
465,275,283,14,13,15,14,51,55
466,182,170,6,7,10,11,30,30
467,25,21,1,0,2,1,2,1
468,213,192,5,6,17,15,37,38
469,168,166,4,3,7,7,47,48
470,202,198,2,2,4,4,39,36
471,180,182,3,3,9,8,27,26
472,194,203,5,5,16,17,39,39
473,307,304,2,2,11,11,62,65
474,280,279,3,4,26,25,58,57
475,177,179,5,4,21,23,42,42
476,213,202,1,1,15,13,38,37
477,196,193,6,7,16,16,34,33
478,204,208,6,5,15,15,42,42
479,168,171,5,5,27,27,30,30
480,328,326,5,5,33,34,45,47
481,307,310,8,9,41,41,71,69
482,182,189,8,8,16,17,39,44
483,224,218,4,4,29,28,45,41
484,242,237,2,1,36,35,45,44
485,237,237,3,3,30,32,87,89
486,205,204,5,5,23,22,64,64
487,308,315,4,4,24,24,65,63
488,251,244,8,8,13,12,52,53
489,194,195,8,8,10,10,30,34
490,168,166,4,4,12,12,36,30
491,186,187,7,7,12,12,38,41
492,150,151,4,4,11,11,42,41
493,166,167,4,4,10,10,47,51
494,293,300,12,13,20,21,86,86
495,331,322,4,4,25,24,65,61
496,154,161,3,2,5,6,53,54
497,136,136,3,3,9,9,30,31
498,152,152,6,7,6,5,44,44
499,172,170,5,4,9,10,51,50
500,166,166,4,5,11,10,34,36
501,346,352,9,8,14,14,56,57
502,284,280,8,9,9,10,79,75
503,146,145,1,0,10,9,49,50
504,154,155,4,4,15,15,42,46
505,112,113,1,1,4,4,33,30
506,179,173,5,5,7,7,61,59
507,147,152,3,3,5,5,35,34
508,279,269,8,8,14,14,74,77
509,247,254,0,1,15,15,65,64
510,161,161,5,4,10,13,48,47
511,178,174,4,4,14,12,41,42
512,173,176,8,10,7,6,47,44
513,177,172,5,3,8,8,38,40
514,165,169,4,4,9,9,37,38
515,260,266,7,7,8,8,70,70
516,290,281,6,7,14,15,42,42
517,130,136,2,2,11,12,35,33
518,152,158,7,6,7,6,27,31
519,201,189,3,3,8,7,32,29
520,174,177,1,1,7,7,41,41
521,177,177,4,5,10,13,42,45
522,25,19,1,1,3,0,5,2
523,161,166,5,4,11,11,34,35
524,153,144,6,6,9,9,34,34
525,178,190,6,7,9,9,47,50
526,260,257,4,3,16,16,64,61
527,191,191,7,7,30,30,45,45
528,162,167,3,3,20,20,28,26
529,194,190,7,8,25,26,42,45
530,182,173,6,5,33,33,42,39
531,159,163,9,9,25,24,32,33
532,189,191,6,8,34,34,46,47
533,330,333,13,12,28,28,63,65
534,260,259,12,11,15,15,57,55
535,156,152,0,0,5,6,35,34
536,135,137,7,7,8,7,28,28
537,173,171,7,7,10,12,46,45
538,193,188,7,7,18,17,57,57
539,217,225,2,2,12,13,56,58
540,288,295,9,9,25,25,74,74
541,233,221,2,2,30,29,51,48
542,147,152,1,2,7,7,45,46
543,172,172,1,0,11,10,47,47
544,165,171,6,6,12,15,28,29
545,177,173,0,0,17,14,47,46
546,191,188,8,8,11,12,48,49
547,340,338,12,12,17,16,71,71
548,277,277,3,3,15,15,63,62
549,159,158,4,4,6,6,26,25
550,119,123,12,13,4,4,33,35
551,180,175,8,7,9,9,33,32
552,187,193,3,3,19,19,50,52
553,178,175,3,3,8,8,33,33
554,224,224,4,4,9,11,53,49
555,247,248,3,3,19,18,53,60
556,235,243,5,5,15,14,60,57
557,181,173,11,12,4,4,36,35
558,157,152,10,9,13,14,44,44
559,172,174,1,1,15,14,39,39
560,171,179,2,2,8,8,33,39
561,259,259,8,8,18,18,67,69
562,165,167,5,6,10,10,58,57
563,144,155,3,2,3,3,34,37
564,167,155,8,8,15,16,38,34
565,160,160,4,4,10,10,41,44
566,157,157,2,2,6,6,45,42
567,201,220,3,5,10,11,51,54
568,320,318,10,8,20,18,67,69
569,273,262,3,4,7,8,71,69
570,165,183,3,2,11,11,37,38
571,150,127,2,2,9,10,36,32
572,185,183,4,4,19,17,45,44
573,141,144,3,3,11,10,31,34
574,183,192,10,10,7,7,53,52
575,260,256,14,15,21,21,70,70
576,259,262,9,8,16,16,61,58
577,156,145,2,2,6,5,31,31
578,131,134,2,2,15,16,32,37
579,140,137,8,8,21,20,38,35
580,139,138,14,14,16,20,40,40
581,157,167,1,1,9,6,26,26
582,261,257,11,11,18,17,42,44
583,263,266,7,7,10,10,49,48
584,208,210,6,6,7,7,50,50
585,245,242,7,7,16,17,56,55
586,169,168,2,2,8,7,47,47
587,163,159,1,1,12,12,49,48
588,158,167,7,7,6,7,39,43
589,344,341,4,6,23,23,120,118
590,277,272,7,5,17,16,65,66
591,168,179,4,4,18,19,39,39
592,293,285,7,8,14,13,75,75
593,185,179,11,10,10,10,42,39
594,230,233,7,7,40,43,46,47
595,177,196,5,6,50,50,36,40
596,146,136,7,6,27,23,38,34
597,167,165,4,4,12,11,51,50
598,199,208,3,4,11,12,51,55
599,334,332,9,8,13,13,77,74
600,291,288,9,11,30,30,51,51
601,141,143,2,0,8,7,30,29
602,173,168,5,5,6,7,35,36
603,140,143,4,4,7,8,36,36
604,185,180,4,4,13,13,36,37
605,148,153,11,11,16,14,38,38
606,297,300,10,10,13,14,65,65
607,294,290,4,4,20,19,53,52
608,178,175,5,7,15,15,36,35
609,167,169,7,5,8,8,45,45
610,165,163,3,3,17,17,46,48
611,196,195,1,2,14,14,39,35
612,227,230,6,5,5,5,47,51
613,278,278,15,15,16,16,60,61
614,287,288,9,9,17,17,57,55
615,149,153,8,9,21,22,35,34
616,168,167,1,0,45,44,23,24
617,144,142,4,5,14,14,29,28
618,155,161,5,4,8,8,35,38
619,189,188,8,8,12,13,48,46
620,370,376,2,2,15,14,65,65
621,313,303,5,5,11,11,63,63
622,178,188,2,2,9,10,29,31
623,18,13,0,1,1,1,3,0
624,280,283,6,6,15,15,63,63
625,257,257,5,4,7,10,57,57
626,280,269,5,4,17,16,76,78
627,217,220,4,5,18,20,56,57
628,260,252,3,3,14,12,63,60
629,397,407,7,6,28,29,111,113
630,365,356,34,35,16,14,92,88
631,286,285,6,5,16,17,61,63
632,298,292,6,7,13,12,67,65
633,264,270,4,3,10,12,79,83
634,299,295,17,18,13,12,78,74
635,321,333,31,32,12,11,78,83
636,490,476,12,10,22,25,110,108
637,427,433,9,9,24,24,79,76
638,245,256,6,7,13,10,51,51
639,308,302,9,8,22,23,83,86
640,321,311,6,6,15,17,88,83
641,269,266,10,10,19,17,71,74
642,331,343,11,11,15,15,103,107
643,451,456,13,15,28,31,142,144
644,363,372,14,12,36,36,115,114
645,339,329,5,5,20,19,83,83
646,290,291,6,6,14,11,68,70
647,319,308,3,3,18,18,97,93
648,265,267,12,14,16,18,105,105
649,317,301,16,14,12,12,110,106
650,416,429,4,5,27,26,113,115
651,449,467,5,5,25,28,121,122
652,293,290,8,7,14,13,92,90
653,330,305,23,23,20,18,81,80
654,319,329,4,4,18,17,96,98
655,296,288,3,4,16,16,86,85
656,306,321,13,12,12,12,90,90
657,475,466,10,10,26,27,134,139
658,348,358,9,10,22,21,109,107
659,270,278,20,22,17,18,84,88
660,319,306,15,12,16,15,81,77
661,228,222,7,8,5,9,64,63
662,265,277,6,5,18,16,70,72
663,288,295,4,4,21,20,64,68
664,446,438,6,6,34,34,140,136
665,343,344,6,8,21,22,130,128
666,230,249,7,5,20,21,75,81
667,331,310,9,10,19,18,94,94
668,324,313,14,14,11,9,73,69
669,303,299,11,11,12,12,79,74
670,304,311,4,3,9,10,85,89
671,342,355,8,9,14,17,120,126
672,355,362,3,4,20,20,99,95
673,267,262,15,13,15,15,61,61
674,266,255,6,7,20,19,82,78
675,269,257,15,15,24,23,71,68
676,245,267,4,5,23,22,80,84
677,256,264,20,20,20,19,74,77
678,37,16,2,1,0,0,10,4
679,258,250,4,3,22,24,83,84
680,245,240,8,8,19,16,82,82
681,253,290,11,12,9,10,78,82
682,401,379,17,18,18,21,128,130
683,344,343,13,13,23,21,110,107
684,297,312,11,9,20,21,99,102
685,321,312,6,6,32,30,94,92
686,299,287,12,14,20,20,97,96
687,254,261,12,10,34,33,99,96
688,304,308,3,4,12,13,100,105
689,407,401,16,16,20,20,129,129
690,396,405,18,19,14,14,98,97
691,282,284,9,7,18,17,81,82
692,278,260,14,16,17,18,69,64
693,281,287,7,5,31,30,97,96
694,271,266,5,5,12,13,79,76
695,276,283,7,7,27,26,86,90
696,395,413,10,11,18,20,128,138
697,345,337,4,3,15,14,118,111
698,247,242,6,6,8,9,89,84
699,276,298,3,4,22,21,82,89
700,325,309,7,6,21,22,106,106
701,292,293,8,8,18,16,115,111
702,310,293,11,11,8,9,101,97
703,384,398,15,16,25,25,119,124
704,369,375,8,7,27,30,117,118
705,232,220,6,6,15,11,86,80
706,287,290,7,7,19,19,96,101
707,290,295,2,3,10,11,84,89
708,296,288,6,5,21,22,102,99
709,318,313,4,4,22,21,94,92
710,315,316,4,4,18,19,89,88
711,306,342,8,9,19,21,95,103
712,309,298,10,10,14,12,107,105
713,300,286,8,8,22,22,92,89
714,314,292,8,7,22,21,97,92
715,294,312,5,5,12,11,93,93
716,283,300,4,4,25,27,100,107
717,412,426,10,9,21,21,135,144
718,373,363,9,8,26,26,119,109
719,266,287,7,7,14,15,95,106
720,287,289,6,6,18,17,78,76
721,321,309,8,8,21,20,104,102
722,279,260,10,11,21,23,122,116
723,302,320,11,10,19,19,103,110
724,377,382,5,7,18,20,133,134
725,341,340,11,10,28,26,110,106
726,257,259,6,6,14,12,90,87
727,262,250,17,18,17,19,73,71
728,292,286,7,6,19,18,73,75
729,261,250,11,10,21,20,81,72
730,306,314,13,11,12,12,76,78
731,353,349,12,12,19,21,108,107
732,312,301,4,4,35,32,93,87
733,189,199,5,6,15,16,72,75
734,241,242,7,7,13,13,63,63
735,261,245,8,7,21,24,73,69
736,237,235,12,12,14,10,64,68
737,253,260,9,9,11,12,65,68
738,312,338,8,11,11,10,84,91
739,299,294,6,3,21,23,88,81
740,307,298,3,4,27,27,85,88
741,347,338,11,10,20,18,112,107
742,297,303,1,3,21,23,98,98
743,257,248,8,6,24,24,81,81
744,283,281,6,6,21,20,100,94
745,340,364,9,9,24,26,116,128
746,355,346,7,9,37,35,123,119
747,273,266,5,3,16,15,81,81
748,268,284,9,12,8,9,82,82
749,209,206,13,10,12,11,62,65
750,290,289,3,3,18,23,102,102
751,296,270,4,5,20,15,82,77
752,197,199,9,8,12,11,72,62
753,242,249,12,11,29,31,112,116
754,317,316,8,9,16,13,111,111
755,403,405,13,12,25,25,136,137
756,364,362,8,8,20,22,105,103
757,289,305,4,4,10,10,84,86
758,325,311,10,10,20,20,103,103
759,296,301,10,10,23,21,77,73
760,309,287,11,12,15,15,92,93
761,299,299,10,9,22,23,96,102
762,369,405,10,10,19,19,103,101
763,395,369,7,9,27,30,99,96
764,238,250,11,10,20,17,76,75
765,288,294,8,7,17,17,91,92
766,330,313,4,4,20,20,76,85
767,252,252,5,6,19,18,63,54
768,303,303,7,7,11,11,83,84
769,412,411,7,6,17,19,110,109
770,363,379,4,6,21,22,100,103
771,333,333,9,8,20,19,101,100
