,BlueCars_taken_sum,BlueCars_returned_sum,Utilib_taken_sum,Utilib_returned_sum,Utilib_14_taken_sum,Utilib_14_returned_sum,Slots_freed_sum,Slots_taken_sum
7022,41,38,5,5,2,2,0,0
7023,38,39,0,0,1,1,0,0
7024,24,25,0,1,1,1,0,0
7025,19,18,1,0,0,1,0,0
7026,23,24,0,0,2,1,0,0
7027,23,22,0,2,0,0,0,0
7028,24,17,2,0,3,4,0,0
7029,38,44,2,2,3,2,0,0
7030,37,41,1,1,0,0,0,0
7031,24,21,4,4,1,1,0,0
7032,27,23,0,0,1,2,0,0
7033,36,39,0,0,1,1,0,0
7034,24,27,0,1,3,2,0,0
7035,27,23,2,1,0,0,0,0
7036,63,61,0,0,0,0,0,0
7037,42,42,0,0,4,5,0,0
7038,15,20,0,0,2,1,0,0
7039,27,28,6,6,2,2,0,0
7040,42,38,0,0,0,2,0,0
7041,24,22,1,3,2,1,0,0
7042,29,34,5,3,3,2,0,0
7043,33,29,0,0,0,0,0,0
7044,32,37,0,0,0,0,0,0
7045,17,17,0,0,0,0,0,0
7046,21,17,0,0,2,3,0,0
7047,27,28,0,1,1,3,0,0
7048,24,24,1,1,7,7,0,0
7049,20,22,1,0,6,6,0,0
7050,43,30,0,0,10,7,0,0
7051,38,47,2,3,1,1,0,0
7052,19,22,2,1,0,0,0,0
7053,33,33,3,3,1,2,0,0
7054,21,23,0,0,1,1,0,0
7055,25,23,0,1,3,2,0,0
7056,17,18,1,0,0,0,0,0
7057,43,39,0,0,0,3,0,0
7058,50,49,0,0,7,4,0,0
7059,21,24,0,0,0,0,0,0
7060,21,23,0,0,1,1,0,0
7061,27,24,0,1,0,0,0,0
7062,20,19,1,0,3,4,0,0
7063,24,25,1,2,3,3,0,0
7064,32,33,2,3,6,5,0,0
7065,36,32,3,1,3,5,0,0
7066,13,17,0,1,3,3,0,0
7067,21,19,1,0,2,0,0,0
7068,19,20,0,0,0,1,0,0
7069,24,27,1,1,1,0,0,0
7070,30,26,2,3,0,0,0,0
7071,2,4,1,1,0,0,0,0
7072,18,17,3,2,1,2,0,0
7073,19,17,0,0,3,3,0,0
7074,19,22,1,1,1,1,0,0
7075,38,29,0,0,3,2,0,0
7076,30,35,2,3,1,2,0,0
7077,14,16,1,1,4,4,0,0
7078,23,20,1,0,2,1,0,0
7079,25,28,0,0,1,1,0,0
7080,25,25,1,1,0,0,0,0
7081,23,24,0,0,0,0,0,0
7082,20,20,0,0,4,4,0,0
7083,24,25,0,0,0,0,0,0
7084,29,28,0,0,1,2,0,0
7085,27,29,1,1,1,1,0,0
7086,22,20,1,1,0,1,0,0
7087,28,31,3,3,3,1,0,0
7088,23,16,0,0,0,0,0,0
7089,33,34,0,0,3,4,0,0
7090,20,25,1,1,3,3,0,0
7091,18,11,0,0,4,4,0,0
7092,15,21,0,1,6,5,0,0
7093,31,31,1,0,0,1,0,0
7094,25,25,0,0,2,1,0,0
7095,24,21,3,3,1,1,0,0
7096,32,27,3,5,2,3,0,0
7097,26,32,2,1,2,1,0,0
7098,24,23,2,1,1,2,0,0
7099,30,33,0,1,1,0,0,0
7100,24,25,1,0,0,1,0,0
7101,22,19,0,0,2,2,0,0
7102,34,37,0,0,2,1,0,0
7103,44,41,0,0,1,2,0,0
7104,19,23,4,4,5,4,0,0
7105,24,24,0,0,0,1,0,0
7106,26,21,0,0,7,6,0,0
7107,29,31,0,1,3,5,0,0
7108,26,26,2,1,2,2,0,0
7109,27,30,4,4,2,0,0,0
7110,32,30,0,0,2,2,0,0
7111,34,31,1,1,2,3,0,0
7112,28,29,0,2,3,2,0,0
7113,21,23,4,3,2,2,0,0
7114,17,18,2,1,0,0,0,0
7115,24,25,0,0,2,2,0,0
7116,34,32,0,1,1,2,0,0
7117,40,34,3,2,3,2,0,0
7118,40,43,0,0,3,4,0,0
7119,20,21,0,0,3,2,0,0
7120,26,30,0,0,0,1,0,0
7121,32,27,0,0,6,5,0,0
7122,34,32,0,0,2,3,0,0
7123,37,26,0,0,4,4,0,0
7124,29,32,0,0,2,2,0,0
7125,25,29,4,5,2,2,0,0
7126,25,28,1,0,3,2,0,0
7127,44,43,0,1,0,0,0,0
7128,21,22,2,2,2,2,0,0
7129,27,28,1,1,0,0,0,0
7130,24,23,2,2,0,0,0,0
7131,33,31,1,1,1,1,0,0
7132,25,24,3,2,0,0,0,0
7133,20,18,1,2,0,1,0,0
7134,21,24,1,0,2,1,0,0
7135,21,21,4,6,1,1,0,0
7136,26,28,3,1,2,3,0,0
7137,30,28,0,1,4,5,0,0
7138,28,25,1,0,3,3,0,0
7139,25,24,1,2,5,4,0,0
7140,22,19,1,1,4,3,0,0
7141,18,23,8,8,0,0,0,0
7142,17,18,1,0,1,1,0,0
7143,15,18,0,0,1,1,0,0
7144,35,33,1,1,0,1,0,0
7145,22,16,1,1,2,3,0,0
7146,25,30,3,3,4,3,0,0
7147,25,23,0,0,3,1,0,0
7148,33,26,2,2,3,3,0,0
7149,28,39,4,4,2,2,0,0
7150,28,25,0,1,0,0,0,0
7151,27,26,1,0,0,2,0,0
7152,29,30,0,0,2,0,0,0
7153,30,24,0,0,3,5,0,0
7154,21,24,0,0,3,2,0,0
7155,43,44,4,4,2,1,0,0
7156,45,48,1,1,3,4,0,0
7157,30,29,1,2,0,1,0,0
7158,27,25,1,0,1,1,0,0
7159,24,24,1,1,0,0,0,0
7160,21,23,1,1,3,3,0,0
7161,37,30,0,0,3,2,0,0
7162,40,44,2,2,3,4,0,0
7163,23,24,1,2,4,2,0,0
7164,25,26,4,4,2,3,0,0
7165,38,36,1,2,3,3,0,0
7166,42,41,2,0,3,3,0,0
7167,29,31,1,1,5,5,0,0
7168,30,30,0,1,1,2,0,0
7169,36,37,1,0,4,3,0,0
7170,43,40,0,0,3,2,0,0
7171,20,17,2,3,1,1,0,0
7172,2,3,2,1,0,1,0,0
7173,20,19,1,2,2,1,0,0
7174,12,17,2,1,0,1,0,0
7175,29,25,1,1,6,6,0,0
7176,12,13,0,0,1,0,0,0
7177,20,15,1,2,2,3,0,0
7178,24,30,2,2,2,2,0,0
7179,23,26,2,1,1,1,0,0
7180,15,19,1,1,1,0,0,0
7181,28,29,0,0,0,0,0,0
7182,15,13,2,2,0,1,0,0
7183,23,18,0,0,3,3,0,0
7184,19,17,0,0,1,0,0,0
7185,22,22,0,0,0,1,0,0
7186,30,26,0,1,4,3,0,0
7187,15,22,1,0,0,1,0,0
7188,19,15,1,1,2,1,0,0
7189,5,10,0,0,5,6,0,0
7190,14,10,0,1,2,3,0,0
7191,12,18,2,1,4,2,0,0
7192,15,13,0,0,1,1,0,0
7193,25,22,1,1,0,0,0,0
7194,6,8,0,0,0,0,0,0
7195,25,17,0,0,0,0,0,0
7196,17,19,0,0,3,3,0,0
7197,19,20,0,0,1,1,0,0
7198,12,17,0,0,1,1,0,0
7199,19,17,2,3,0,1,0,0
7200,30,25,3,2,1,1,0,0
7201,9,16,0,0,2,2,0,0
7202,11,8,0,0,2,1,0,0
7203,12,16,1,1,2,3,0,0
7204,20,17,0,1,0,0,0,0
7205,18,17,2,1,0,0,0,0
7206,35,37,0,0,0,0,0,0
7207,20,16,2,2,2,1,0,0
7208,17,11,0,0,0,0,0,0
7209,13,20,0,0,0,0,0,0
7210,13,13,0,0,0,0,0,0
7211,15,10,0,0,2,2,0,0
7212,10,13,0,0,0,0,0,0
7213,16,18,0,0,1,2,0,0
7214,22,15,0,0,1,1,0,0
7215,14,19,0,0,1,1,0,0
7216,16,19,0,0,1,0,0,0
7217,19,15,0,1,0,0,0,0
7218,5,7,0,0,0,1,0,0
7219,18,18,2,2,4,3,0,0
7220,15,14,2,1,0,0,0,0
7221,33,28,2,2,2,2,0,0
7222,13,18,0,0,0,0,0,0
7223,19,24,0,0,2,2,0,0
7224,17,18,0,1,0,0,0,0
7225,18,17,3,2,0,0,0,0
7226,19,15,0,1,2,3,0,0
7227,1,1,0,0,0,0,0,0
7228,20,18,1,1,3,3,0,0
7229,13,12,1,1,3,1,0,0
7230,14,12,1,0,1,2,0,0
7231,15,20,0,0,2,2,0,0
7232,23,14,1,1,4,3,0,0
7233,8,13,0,0,0,0,0,0
7234,15,11,0,0,0,0,0,0
7235,16,18,0,0,0,0,0,0
7236,9,11,0,0,0,0,0,0
7237,8,11,1,1,0,0,0,0
7238,13,12,0,0,0,0,0,0
7239,23,19,0,0,0,0,0,0
7240,9,10,0,0,0,0,0,0
7241,14,15,1,2,0,0,0,0
7242,16,14,0,0,0,0,0,0
7243,10,13,2,1,0,0,0,0
7244,8,10,0,0,1,1,0,0
7245,16,16,0,0,2,2,0,0
7246,12,10,0,1,0,0,0,0
7247,8,9,1,0,0,0,0,0
7248,9,8,0,0,0,0,0,0
7249,10,10,0,0,1,1,0,0
7250,12,13,0,0,3,3,0,0
7251,13,13,1,1,1,1,0,0
7252,10,13,0,0,0,0,0,0
7253,14,10,1,1,0,0,0,0
7254,12,11,0,0,1,1,0,0
7255,7,8,1,2,0,0,0,0
7256,14,15,1,1,3,3,0,0
7257,11,10,2,1,0,0,0,0
7258,13,17,0,0,0,0,0,0
7259,14,14,0,0,1,2,0,0
7260,21,13,0,1,2,1,0,0
7261,10,12,1,1,3,3,0,0
7262,12,12,3,2,0,0,0,0
7263,9,10,1,1,0,1,0,0
7264,9,12,1,1,1,0,0,0
7265,15,12,0,0,0,0,0,0
7266,14,14,3,4,0,0,0,0
7267,17,17,2,2,0,1,0,0
7268,7,9,3,2,2,4,0,0
7269,9,9,2,2,8,8,0,0
7270,5,5,1,1,2,2,0,0
7271,8,10,0,0,4,1,0,0
7272,9,9,1,1,1,2,0,0
7273,20,18,2,2,6,6,0,0
7274,20,18,1,1,1,0,0,0
7275,9,13,1,1,0,1,0,0
7276,12,9,0,1,2,1,0,0
7277,8,13,1,0,1,1,0,0
7278,14,13,0,0,0,0,0,0
7279,13,12,0,0,0,0,0,0
7280,20,17,0,1,1,2,0,0
7281,23,23,1,0,1,0,0,0
7282,16,10,0,1,0,0,0,0
7283,3,9,1,0,0,0,0,0
7284,9,8,0,0,2,2,0,0
7285,4,5,0,0,1,1,0,0
7286,11,12,0,0,1,1,0,0
7287,11,15,0,0,2,2,0,0
7288,19,13,0,0,0,1,0,0
7289,12,17,0,0,1,1,0,0
7290,21,17,0,0,1,0,0,0
7291,10,8,1,1,0,0,0,0
7292,10,13,1,1,3,3,0,0
7293,9,10,0,1,0,0,0,0
7294,16,19,1,0,1,1,0,0
7295,19,14,0,0,0,0,0,0
7296,10,10,0,0,0,0,0,0
7297,20,17,0,0,0,0,0,0
7298,7,8,0,0,0,1,0,0
7299,12,14,1,1,1,0,0,0
7300,13,14,0,0,0,0,0,0
7301,12,14,0,0,0,0,0,0
7302,17,14,0,0,1,1,0,0
7303,16,17,1,1,2,2,0,0
7304,14,11,0,0,0,0,0,0
7305,8,7,0,0,0,1,0,0
7306,4,6,0,0,1,0,0,0
7307,6,8,0,0,0,0,0,0
7308,6,5,0,0,0,1,0,0
7309,2,2,0,0,1,0,0,0
7310,3,3,0,0,1,2,0,0
7311,18,17,0,0,2,2,0,0
7312,14,11,1,1,2,1,0,0
7313,1,4,0,0,0,1,0,0
7314,3,9,0,1,1,1,0,0
7315,12,7,1,0,1,0,0,0
7316,12,12,0,0,0,0,0,0
7317,11,16,0,0,0,0,0,0
7318,15,11,0,0,0,0,0,0
7319,13,9,0,0,0,0,0,0
7320,3,6,0,0,0,0,0,0
7321,7,11,0,0,1,1,0,0
7322,11,14,0,0,2,2,0,0
7323,15,13,0,0,3,4,0,0
7324,13,9,0,0,1,0,0,0
7325,7,7,0,0,0,1,0,0
7326,14,9,0,0,1,0,0,0
7327,2,2,0,0,0,1,0,0
7328,0,2,0,0,1,0,0,0
7329,111,132,2,2,9,11,0,0
7330,124,116,0,1,18,16,0,0
7331,134,134,2,2,11,9,0,0
7332,125,130,3,3,2,2,0,0
7333,132,135,2,2,14,17,0,0
7334,162,167,2,1,34,32,0,0
7335,163,163,1,1,25,25,0,0
7336,125,106,6,7,10,10,0,0
7337,118,126,4,5,14,15,0,0
7338,160,154,9,9,6,6,0,0
7339,151,156,2,0,12,11,0,0
7340,151,151,1,1,6,8,0,0
7341,221,214,5,5,21,20,0,0
7342,166,182,3,5,23,24,0,0
7343,141,138,3,1,14,12,0,0
7344,136,135,2,4,5,5,0,0
7345,130,135,3,2,4,4,0,0
7346,149,148,2,1,6,6,0,0
7347,183,165,4,5,9,11,0,0
7348,227,227,7,7,13,13,0,0
7349,189,207,4,5,5,4,0,0
7350,158,154,5,5,12,11,0,0
7351,147,136,5,4,6,6,0,0
7352,166,172,1,3,9,10,0,0
7353,172,171,3,1,8,8,0,0
7354,159,154,4,4,10,10,0,0
7355,172,183,10,9,14,16,0,0
7356,161,170,0,2,25,24,0,0
7357,138,132,4,3,10,8,0,0
7358,142,135,3,2,5,7,0,0
7359,159,164,3,4,6,4,0,0
7360,179,178,0,1,8,8,0,0
7361,192,181,6,4,6,9,0,0
7362,196,186,6,6,21,19,0,0
7363,165,179,3,6,10,9,0,0
7364,179,181,4,1,7,7,0,0
7365,173,179,8,9,7,6,0,0
7366,143,143,3,3,6,7,0,0
7367,152,146,2,3,5,5,0,0
7368,153,141,6,4,1,2,0,0
7369,162,167,5,5,11,9,0,0
7370,134,149,2,2,3,6,0,0
7371,127,121,1,2,8,9,0,0
7372,132,135,1,1,19,18,0,0
7373,164,156,4,3,18,16,0,0
7374,163,176,1,2,13,13,0,0
7375,161,161,3,4,23,23,0,0
7376,200,199,5,3,5,4,0,0
7377,169,171,1,1,4,5,0,0
7378,106,108,2,3,5,5,0,0
7379,144,144,1,0,6,5,0,0
7380,118,104,4,6,2,3,0,0
7381,102,101,8,7,5,6,0,0
7382,165,160,5,4,8,6,0,0
7383,5,10,0,1,0,0,0,0
7384,158,165,4,5,10,11,0,0
7385,166,158,2,0,11,12,0,0
7386,186,190,12,12,5,4,0,0
7387,197,187,5,5,20,20,0,0
7388,158,175,1,1,8,9,0,0
7389,157,153,1,1,13,13,0,0
7390,140,140,7,8,7,6,0,0
7391,159,162,5,4,3,3,0,0
7392,149,159,3,4,4,5,0,0
7393,146,122,4,3,25,26,0,0
7394,154,149,6,6,31,32,0,0
7395,142,150,3,3,26,24,0,0
7396,123,136,1,2,7,9,0,0
7397,168,162,1,0,24,21,0,0
7398,178,176,2,3,6,5,0,0
7399,128,126,1,0,6,6,0,0
7400,173,168,2,2,9,11,0,0
7401,213,214,1,1,12,12,0,0
7402,174,182,2,2,9,8,0,0
7403,138,141,2,4,8,7,0,0
7404,146,148,6,6,15,16,0,0
7405,137,132,16,18,9,10,0,0
7406,178,163,9,5,8,7,0,0
7407,131,142,0,1,26,28,0,0
7408,162,159,3,2,27,27,0,0
7409,193,198,4,4,10,9,0,0
7410,133,139,5,5,6,4,0,0
7411,173,159,1,2,2,4,0,0
7412,156,168,3,3,11,10,0,0
7413,178,170,2,1,15,18,0,0
7414,147,143,5,6,18,15,0,0
7415,167,173,5,4,36,37,0,0
7416,160,161,2,3,11,9,0,0
7417,186,198,9,8,26,29,0,0
7418,204,206,4,5,21,19,0,0
7419,160,151,5,4,19,20,0,0
7420,165,163,3,3,6,4,0,0
7421,164,144,3,3,9,11,0,0
7422,176,173,1,3,40,36,0,0
7423,175,176,5,2,5,8,0,0
7424,179,178,1,1,19,16,0,0
7425,155,161,2,2,6,7,0,0
7426,163,160,1,1,27,27,0,0
7427,149,137,3,4,7,8,0,0
7428,177,179,5,4,9,8,0,0
7429,206,196,1,1,24,26,0,0
7430,159,183,1,1,22,22,0,0
7431,134,130,3,3,17,17,0,0
7432,167,174,3,3,41,42,0,0
7433,163,157,1,2,41,37,0,0
7434,142,150,8,7,16,11,0,0
7435,172,154,0,0,4,7,0,0
7436,152,153,6,8,28,27,0,0
7437,160,175,4,3,22,21,0,0
7438,151,153,5,4,6,7,0,0
7439,148,154,5,5,11,13,0,0
7440,173,164,3,3,12,10,0,0
7441,163,170,2,2,6,5,0,0
7442,204,194,2,2,5,8,0,0
7443,193,190,3,3,19,16,0,0
7444,117,123,7,8,8,10,0,0
7445,168,169,5,8,17,16,0,0
7446,158,154,6,3,3,2,0,0
7447,155,154,3,3,9,10,0,0
7448,190,191,3,4,22,22,0,0
7449,219,203,8,7,20,19,0,0
7450,182,188,6,5,17,17,0,0
7451,222,215,4,4,15,18,0,0
7452,137,141,2,3,12,10,0,0
7453,176,178,5,4,10,10,0,0
7454,116,127,5,6,5,4,0,0
7455,171,167,4,3,4,7,0,0
7456,163,173,5,8,13,11,0,0
7457,156,137,4,1,17,15,0,0
7458,164,167,2,2,22,26,0,0
7459,161,159,3,3,30,32,0,0
7460,216,206,13,13,46,40,0,0
7461,201,202,2,4,12,13,0,0
7462,134,145,4,3,5,6,0,0
7463,177,171,7,8,11,11,0,0
7464,191,194,7,5,17,17,0,0
7465,194,183,1,1,15,15,0,0
7466,176,174,9,11,13,13,0,0
7467,224,228,8,7,14,13,0,0
7468,170,176,3,3,12,13,0,0
7469,181,183,2,1,6,4,0,0
7470,190,191,2,2,4,6,0,0
7471,204,195,4,5,6,7,0,0
7472,196,187,9,8,26,25,0,0
7473,179,175,3,3,21,23,0,0
7474,227,229,4,4,50,47,0,0
7475,193,201,1,1,35,35,0,0
7476,166,168,14,15,18,19,0,0
7477,145,142,5,7,14,12,0,0
7478,226,219,6,3,35,37,0,0
7479,191,195,5,5,32,30,0,0
7480,177,181,10,11,40,42,0,0
7481,206,212,3,2,12,10,0,0
7482,169,175,3,4,17,20,0,0
7483,163,155,5,5,12,9,0,0
7484,14,21,0,0,0,1,0,0
7485,32,31,0,0,4,3,0,0
7486,24,38,0,1,1,1,0,0
7487,62,53,1,1,0,0,0,0
7488,37,31,3,3,2,2,0,0
7489,43,45,0,0,6,7,0,0
7490,64,64,0,0,6,6,0,0
7491,48,45,0,0,4,5,0,0
7492,38,48,0,0,4,2,0,0
7493,40,45,0,0,1,1,0,0
7494,56,52,0,0,0,0,0,0
7495,53,54,1,1,0,0,0,0
7496,67,68,0,0,0,0,0,0
7497,83,84,2,2,1,1,0,0
7498,88,83,1,1,2,2,0,0
7499,53,47,0,0,2,2,0,0
7500,51,62,2,3,3,5,0,0
7501,49,47,2,2,4,3,0,0
7502,46,52,1,1,5,4,0,0
7503,33,32,4,5,3,4,0,0
7504,85,76,5,5,2,1,0,0
7505,50,60,3,1,3,3,0,0
7506,50,47,1,3,1,1,0,0
7507,52,53,5,3,0,0,0,0
7508,51,54,1,2,0,1,0,0
7509,54,52,4,5,5,5,0,0
7510,60,58,9,8,2,1,0,0
7511,74,67,4,3,3,3,0,0
7512,65,69,2,2,3,4,0,0
7513,46,51,0,0,4,4,0,0
7514,39,44,1,1,1,1,0,0
7515,45,46,1,1,1,1,0,0
7516,41,35,1,1,1,1,0,0
7517,61,59,2,2,5,5,0,0
7518,67,60,7,7,6,7,0,0
7519,66,71,6,6,6,4,0,0
7520,43,46,0,0,2,3,0,0
7521,50,55,0,0,3,2,0,0
7522,37,32,0,0,3,3,0,0
7523,40,35,0,0,3,4,0,0
7524,50,48,0,0,2,1,0,0
7525,69,79,2,2,3,3,0,0
7526,68,59,0,0,2,3,0,0
7527,46,46,0,2,4,5,0,0
7528,33,49,2,0,3,1,0,0
7529,50,40,0,2,1,3,0,0
7530,50,52,1,1,6,6,0,0
7531,51,54,2,0,7,7,0,0
7532,81,72,1,2,10,10,0,0
7533,85,85,2,1,7,5,0,0
7534,35,43,0,0,8,8,0,0
7535,45,43,2,2,1,2,0,0
7536,44,52,1,1,4,4,0,0
7537,50,41,0,0,2,4,0,0
7538,47,53,0,0,6,6,0,0
7539,4,5,0,0,0,1,0,0
7540,49,44,0,0,7,3,0,0
7541,57,44,1,1,2,4,0,0
7542,40,53,2,2,2,1,0,0
7543,69,61,3,3,11,11,0,0
7544,63,66,4,5,4,3,0,0
7545,50,44,3,2,3,3,0,0
7546,36,47,0,1,0,2,0,0
7547,52,55,3,3,6,4,0,0
7548,57,50,3,3,3,5,0,0
7549,53,59,3,3,3,3,0,0
7550,74,69,1,0,3,3,0,0
7551,71,66,0,0,5,4,0,0
7552,41,39,0,0,4,4,0,0
7553,52,57,1,1,4,4,0,0
7554,47,59,4,5,2,1,0,0
7555,39,38,2,1,0,1,0,0
7556,48,43,1,1,2,5,0,0
7557,76,64,1,1,7,4,0,0
7558,59,57,1,1,4,4,0,0
7559,46,50,0,2,1,1,0,0
7560,47,58,4,3,3,3,0,0
7561,38,46,1,1,4,3,0,0
7562,45,32,2,1,2,3,0,0
7563,51,52,1,3,3,2,0,0
7564,80,81,4,2,5,7,0,0
7565,75,74,5,5,3,1,0,0
7566,48,41,4,4,0,1,0,0
7567,40,46,0,1,3,4,0,0
7568,39,46,2,1,4,3,0,0
7569,42,45,3,3,1,2,0,0
7570,42,35,1,1,3,3,0,0
7571,51,52,3,6,3,5,0,0
7572,49,47,2,1,5,4,0,0
7573,55,41,8,7,6,4,0,0
7574,50,55,3,4,3,3,0,0
7575,60,63,6,4,4,4,0,0
7576,41,47,1,1,5,6,0,0
7577,68,58,2,3,7,7,0,0
7578,74,72,2,1,9,7,0,0
7579,80,80,3,3,11,12,0,0
7580,56,52,1,1,4,5,0,0
7581,38,49,2,2,3,3,0,0
7582,46,43,0,1,4,3,0,0
7583,43,36,1,1,3,2,0,0
7584,52,66,2,1,4,4,0,0
7585,81,65,3,3,7,6,0,0
7586,85,79,0,0,3,4,0,0
7587,39,42,0,1,0,0,0,0
7588,41,41,3,4,6,5,0,0
7589,37,45,2,1,3,5,0,0
7590,37,43,2,2,3,1,0,0
7591,62,55,0,0,0,0,0,0
7592,72,72,4,4,4,4,0,0
7593,76,81,1,1,3,3,0,0
7594,49,48,1,1,2,2,0,0
7595,44,51,0,1,2,5,0,0
7596,57,48,5,5,7,4,0,0
7597,50,53,3,3,2,5,0,0
7598,39,41,4,7,10,8,0,0
7599,60,52,5,2,2,4,0,0
7600,55,58,1,0,12,12,0,0
7601,46,44,1,1,5,2,0,0
7602,59,67,0,0,2,2,0,0
7603,51,45,2,3,2,4,0,0
7604,65,74,2,1,4,3,0,0
7605,55,55,0,1,1,2,0,0
7606,50,51,1,1,7,5,0,0
7607,65,55,2,1,3,4,0,0
7608,58,51,0,0,5,6,0,0
7609,58,63,0,0,4,5,0,0
7610,49,45,0,1,6,3,0,0
7611,65,68,1,1,1,1,0,0
7612,58,53,1,0,3,3,0,0
7613,38,47,2,0,1,1,0,0
7614,54,63,0,0,2,4,0,0
7615,63,53,0,1,6,8,0,0
7616,72,77,2,2,12,8,0,0
7617,87,70,2,1,6,9,0,0
7618,32,47,0,0,6,5,0,0
7619,52,58,0,0,4,3,0,0
7620,52,57,1,1,2,2,0,0
7621,48,48,0,0,4,5,0,0
7622,61,48,1,2,5,6,0,0
7623,94,87,8,7,4,3,0,0
7624,82,85,4,4,5,4,0,0
7625,41,53,2,2,2,1,0,0
7626,50,50,4,5,2,4,0,0
7627,63,59,5,4,5,4,0,0
7628,65,65,0,2,5,4,0,0
7629,45,54,2,1,4,5,0,0
7630,79,71,3,2,6,6,0,0
7631,71,65,1,2,5,6,0,0
7632,45,44,2,1,4,5,0,0
7633,53,56,0,1,8,7,0,0
7634,71,82,5,4,3,2,0,0
7635,55,56,1,1,6,6,0,0
7636,56,58,2,2,4,5,0,0
7637,83,67,2,2,6,4,0,0
7638,90,98,1,1,1,1,0,0
7639,54,47,1,1,2,4,0,0
7640,3,4,0,1,1,1,0,0
7641,64,70,3,2,8,7,0,0
7642,51,53,0,1,2,3,0,0
7643,51,55,1,0,5,4,0,0
7644,44,48,0,0,1,2,0,0
7645,78,64,1,2,9,11,0,0
7646,83,82,2,1,6,4,0,0
7647,79,85,1,2,6,6,0,0
7648,49,45,4,3,1,2,0,0
7649,49,49,0,0,5,4,0,0
7650,47,51,0,0,3,3,0,0
7651,49,47,2,2,5,4,0,0
7652,69,61,1,2,3,6,0,0
7653,82,93,3,2,10,8,0,0
7654,80,78,1,2,2,2,0,0
7655,54,48,2,1,2,1,0,0
7656,55,49,1,1,2,4,0,0
7657,64,72,2,2,5,5,0,0
7658,52,51,0,0,6,5,0,0
7659,69,71,2,2,8,10,0,0
7660,74,82,2,3,6,4,0,0
7661,88,87,1,0,8,8,0,0
7662,62,46,0,0,5,5,0,0
7663,52,55,1,1,5,4,0,0
7664,60,60,0,2,2,3,0,0
7665,46,55,8,7,5,7,0,0
7666,68,66,4,4,11,8,0,0
7667,88,95,3,3,3,3,0,0
7668,73,74,5,5,6,8,0,0
7669,51,40,3,3,4,2,0,0
7670,49,56,1,0,1,2,0,0
7671,68,65,0,0,4,4,0,0
7672,54,48,0,1,2,3,0,0
7673,69,68,3,2,5,6,0,0
7674,97,103,1,1,8,6,0,0
7675,71,87,0,1,4,4,0,0
7676,58,47,3,2,2,3,0,0
7677,68,60,3,5,5,3,0,0
7678,43,56,3,3,3,3,0,0
7679,58,57,3,1,2,3,0,0
7680,83,84,0,0,4,4,0,0
7681,76,72,1,1,7,7,0,0
7682,77,71,2,2,8,7,0,0
7683,62,67,1,1,1,2,0,0
7684,61,59,0,0,1,0,0,0
7685,69,66,1,1,1,1,0,0
7686,65,61,2,2,5,6,0,0
7687,59,63,2,2,4,4,0,0
7688,88,81,3,3,4,3,0,0
7689,82,91,1,3,10,11,0,0
7690,60,57,2,0,3,3,0,0
7691,44,44,0,0,2,3,0,0
7692,48,55,1,5,4,2,0,0
7693,55,58,4,3,3,3,0,0
7694,65,62,5,2,0,2,0,0
7695,4,7,0,0,0,1,0,0
7696,59,46,2,2,5,4,0,0
7697,64,68,0,0,3,3,0,0
7698,71,64,3,4,6,4,0,0
7699,69,64,1,1,5,7,0,0
7700,73,86,3,2,5,4,0,0
7701,57,57,3,5,3,3,0,0
7702,58,55,4,3,4,4,0,0
7703,68,69,3,2,3,2,0,0
7704,66,69,1,3,2,3,0,0
7705,77,70,3,2,3,2,0,0
7706,90,87,4,4,5,6,0,0
7707,86,90,6,5,14,15,0,0
7708,47,46,0,0,5,3,0,0
7709,45,36,1,2,2,4,0,0
7710,43,45,2,1,5,5,0,0
7711,36,42,1,3,4,3,0,0
7712,68,70,5,3,4,3,0,0
7713,83,80,4,5,3,3,0,0
7714,75,83,1,0,6,9,0,0
7715,42,50,0,1,3,4,0,0
7716,56,54,2,1,5,4,0,0
7717,65,66,3,3,4,1,0,0
7718,67,56,0,0,1,2,0,0
7719,64,75,2,4,2,1,0,0
7720,67,60,3,1,4,6,0,0
7721,71,77,1,1,8,6,0,0
7722,59,47,1,3,4,4,0,0
7723,51,52,4,4,1,3,0,0
7724,52,56,3,2,10,8,0,0
7725,64,59,4,4,3,5,0,0
7726,52,42,1,0,5,4,0,0
7727,54,60,0,0,8,8,0,0
7728,59,61,2,2,4,5,0,0
7729,55,57,0,1,5,3,0,0
7730,52,52,1,0,5,5,0,0
7731,50,54,0,1,1,2,0,0
7732,48,47,2,1,3,4,0,0
7733,65,62,4,4,3,2,0,0
7734,79,69,1,2,4,4,0,0
7735,80,86,3,2,5,5,0,0
7736,61,59,0,0,6,5,0,0
7737,55,56,0,0,3,2,0,0
7738,61,55,0,2,3,3,0,0
7739,39,48,3,1,1,1,0,0
7740,65,53,1,2,1,2,0,0
7741,68,65,2,1,10,9,0,0
7742,64,70,3,4,6,7,0,0
7743,50,48,3,2,2,1,0,0
7744,49,47,0,0,1,5,0,0
7745,46,55,2,2,5,5,0,0
7746,48,39,0,2,7,7,0,0
7747,57,53,2,0,7,5,0,0
7748,77,77,1,1,7,5,0,0
7749,77,94,2,3,5,8,0,0
7750,49,43,1,1,9,7,0,0
7751,43,42,1,1,4,5,0,0
7752,46,49,1,1,3,2,0,0
