,Cars,Bluecar_counter,Utilib_counter,Utilib_1.4_counter,City,ID,Kind,Geo_point,Postal_code,Public_name,Rental_status,Slots,Station_type,Subscription_status,year,month,day,hour,minute
1495,3,3,0,0,Paris,paris-miollis-21,STATION,"48.8458068, 2.3038076",75015,Paris/Miollis/21,operational,2,station,nonexistent,2018,4,9,1,1
1496,0,0,0,0,Saint-Ouen,saintouen-louisblanc-35,STATION,"48.9072038, 2.3314347",93400,Saint-Ouen/Louis Blanc/35,operational,6,station,nonexistent,2018,4,1,14,29
1497,5,5,0,0,Neuilly-Plaisance,neuillyplaisance-edgardquinet-46,STATION,"48.8558528, 2.5112935",93360,Neuilly-Plaisance/Edgard Quinet/46,operational,1,station,nonexistent,2018,4,8,17,47
1498,0,0,0,0,Paris,paris-caulaincourt-17,STATION,"48.8872522, 2.3330069",75018,Paris/Caulaincourt/17,operational,1,station,nonexistent,2018,4,6,17,6
1499,5,5,0,0,Boulogne-Billancourt,boulognebillancourt-reine-12,STATION,"48.8388074, 2.2505008",92100,Boulogne-Billancourt/Reine/12,operational,0,station,nonexistent,2018,4,8,12,51
1500,7,7,0,0,Fontenay-aux-Roses,fontenayauxroses-divisionleclerc-31,STATION,"48.795005, 2.274407",92260,Fontenay-aux-Roses/Division Leclerc/31,operational,0,station,nonexistent,2018,4,4,4,9
1501,3,3,0,1,Paris,paris-ravignan-1,STATION,"48.8850802, 2.3375536",75018,Paris/Ravignan/1,operational,0,station,nonexistent,2018,4,1,22,31
1502,5,5,0,0,Drancy,drancy-diderot-125,STATION,"48.9196895, 2.4288043",93700,Drancy/Diderot/125,operational,0,station,nonexistent,2018,4,8,5,4
1503,6,6,0,0,Boulogne-Billancourt,boulognebillancourt-jeanjaures-245,STATION,"48.82851, 2.246519",92100,Boulogne-Billancourt/Jean JaurÃ¨s/245,operational,0,station,nonexistent,2018,4,4,6,30
1504,1,1,0,0,Paris,paris-marieandreelagrouaweilhalle-2,STATION,"48.8276393, 2.3810867",75013,Paris/Marie-AndrÃ©e Lagroua Weil-Halle/2,operational,3,station,nonexistent,2018,4,9,19,57
1505,1,1,0,0,Paris,paris-didot-41,STATION,"48.8318566, 2.3202972",75014,Paris/Didot/41,operational,0,station,nonexistent,2018,4,7,21,34
1506,0,0,0,0,Paris,paris-lafayette-143,STATION,"48.8791341, 2.3560476",75010,Paris/La Fayette/143,operational,4,station,nonexistent,2018,4,5,14,36
1507,5,5,0,0,Paris,paris-villette-55,STATION,"48.87565, 2.372715",75010,Paris/Villette/55,operational,0,station,nonexistent,2018,4,4,19,40
1508,0,0,0,0,Clichy-sous-Bois,clichysousbois-11novembre1918-1,SPACE,"48.91034, 2.5465",93390,Clichy-sous-Bois/11 Novembre 1918/1,broken,0,full_station,broken,2018,4,7,14,13
1509,0,0,0,0,Paris,paris-trudaine-26,SPACE,"48.880936, 2.341184",75009,Paris/Trudaine/26,operational,5,full_station,operational,2018,4,7,2,26
1510,4,4,0,0,Paris,paris-picpus-7,STATION,"48.8406851, 2.400428",75012,Paris/Picpus/7,operational,1,station,nonexistent,2018,4,1,10,31
1511,0,0,0,0,Paris,paris-saintjacques1-parking,PARKING,"48.83377, 2.33369",75014,Paris/Saint-Jacques 1/Parking,broken,0,station,nonexistent,2018,4,9,15,23
1512,4,4,0,0,Neuilly-Plaisance,neuillyplaisance-paulcezanne-2,SPACE,"48.85206, 2.514694",93360,Neuilly-Plaisance/Paul CÃ©zanne/2,operational,1,full_station,operational,2018,4,2,12,13
1513,3,3,0,0,VerriÃ¨res-le-Buisson,verriereslebuisson-prehauts-1,SPACE,"48.75219, 2.271931",91370,VerriÃ¨res-le-Buisson/PrÃ©-Hauts/1,operational,2,full_station,operational,2018,4,4,15,37
1514,6,6,0,0,Gennevilliers,gennevilliers-gresillons-215,STATION,"48.91985, 2.314065",92230,Gennevilliers/GrÃ©sillons/215,operational,0,station,nonexistent,2018,4,5,2,53
1515,0,0,0,0,Paris,paris-dante-1,STATION,"48.8513879, 2.3472476",75005,Paris/Dante/1,operational,4,station,nonexistent,2018,4,4,2,24
1516,0,0,0,0,Montrouge,montrouge-jeanjaures-51,STATION,"48.81637, 2.312146",92120,Montrouge/Jean JaurÃ¨s/51,operational,4,station,nonexistent,2018,4,8,15,25
1517,0,0,0,0,Paris,paris-ternes-73,SPACE,"48.8794622, 2.2899947",75017,Paris/Ternes/73,operational,5,full_station,operational,2018,4,6,7,51
1518,5,5,0,0,Paris,paris-pereire-271,STATION,"48.8781047, 2.2851178",75017,Paris/Pereire/271,operational,0,station,nonexistent,2018,4,1,10,6
1519,0,0,0,0,Paris,paris-etoilefoch-parking,PARKING,"48.87366, 2.29201",75016,Paris/Etoile Foch/Parking,broken,0,station,nonexistent,2018,4,5,21,9
1520,5,5,0,0,Paris,paris-lourmel-33,STATION,"48.8482831, 2.2905269",75015,Paris/Lourmel/33,operational,0,station,nonexistent,2018,4,4,16,28
1521,1,1,0,0,Paris,paris-commandantlamy-2,STATION,"48.85579, 2.374203",75011,Paris/Commandant Lamy/2,operational,2,station,nonexistent,2018,4,9,15,8
1522,1,1,0,0,Paris,paris-bosquet-81,STATION,"48.8553541, 2.305473",75007,Paris/Bosquet/81,operational,4,station,nonexistent,2018,4,1,8,27
1523,4,4,0,0,Malakoff,malakoff-gabrielperi-120,STATION,"48.8192396, 2.3040697",92240,Malakoff/Gabriel PÃ©ri/120,operational,2,station,nonexistent,2018,4,7,10,45
1524,4,4,0,1,Meudon,meudon-verrerie-10,SPACE,"48.8204172, 2.23413",92190,Meudon/Verrerie/10,operational,1,full_station,operational,2018,4,7,13,44
1525,3,3,0,0,Paris,paris-richardlenoir-36,STATION,"48.857259, 2.37139",75011,Paris/Richard Lenoir/36,operational,1,station,nonexistent,2018,4,3,0,32
1526,1,1,0,0,Paris,paris-ernestpsichari-13,STATION,"48.8561697, 2.3080758",75007,Paris/Ernest Psichari/13,operational,4,station,nonexistent,2018,4,1,4,29
1527,3,3,1,1,Paris,paris-portedemontrouge-8,STATION,"48.8230593, 2.322823",75014,Paris/Porte de Montrouge/8,operational,0,station,nonexistent,2018,4,8,15,0
1528,3,3,0,0,Paris,paris-depart-23,STATION,"48.842173, 2.323305",75014,Paris/DÃ©part/23,operational,2,station,nonexistent,2018,4,9,9,39
1529,4,4,0,0,Paris,paris-flandre-119,STATION,"48.891659, 2.3775942",75019,Paris/Flandre/119,operational,1,station,nonexistent,2018,4,2,10,30
1530,3,3,0,0,Paris,paris-auteuil-55,STATION,"48.8478106, 2.2636439",75016,Paris/Auteuil/55,operational,0,station,nonexistent,2018,4,6,1,3
1531,7,7,0,0,Fontenay-Sous-Bois,fontenaysousbois-moreaudavid-14,STATION,"48.843853, 2.46482825",94120,Fontenay-Sous-Bois/Moreau David/14,operational,0,station,nonexistent,2018,4,3,4,20
1532,6,6,0,0,Paris,paris-evangile-45,STATION,"48.8945881, 2.3668072",75018,Paris/Ãvangile/45,operational,0,station,nonexistent,2018,4,3,9,50
1533,3,3,0,0,Paris,paris-crimee-82,STATION,"48.882362, 2.386574",75019,Paris/CrimÃ©e/82,operational,3,station,nonexistent,2018,4,5,16,4
1534,6,6,0,0,Paris,paris-philippeauguste-126,STATION,"48.8577957, 2.390264",75011,Paris/Philippe Auguste/126,operational,0,station,nonexistent,2018,4,2,19,46
1535,0,0,0,0,Sucy-en-Brie,sucyenbrie-georgespompidou-2,STATION,"48.7708852, 2.5227425",94370,Sucy-en-Brie/Georges Pompidou/2,future,0,station,nonexistent,2018,4,9,22,58
1536,5,5,0,0,Clamart,clamart-bourcilliere-137,STATION,"48.7813871, 2.2271271",92140,Clamart/BourcilliÃ¨re/137,operational,1,station,nonexistent,2018,4,7,23,24
1537,1,1,0,0,Cachan,cachan-pontroyal-24,STATION,"48.7929328, 2.3217392",94230,Cachan/Pont Royal/24,operational,5,station,nonexistent,2018,4,5,13,16
1538,0,0,0,0,Colombes,colombes-europe-5,STATION,"48.92701, 2.2457526",92700,Colombes/Europe/5,broken,0,station,nonexistent,2018,4,2,17,55
1539,0,0,0,0,Paris,paris-choisy-188,STATION,"48.8303916, 2.356917",75013,Paris/Choisy/188,operational,6,station,nonexistent,2018,4,8,10,32
1540,4,4,0,0,Paris,paris-vincennes-120,STATION,"48.846304, 2.410751",75012,Paris/Vincennes/120,operational,0,station,nonexistent,2018,4,9,8,8
1541,1,1,0,0,Paris,paris-legendre-22,STATION,"48.8832659, 2.3127515",75017,Paris/Legendre/22,operational,1,station,nonexistent,2018,4,6,11,50
1542,4,4,0,1,Paris,paris-crimee-82,STATION,"48.882362, 2.386574",75019,Paris/CrimÃ©e/82,operational,1,station,nonexistent,2018,4,4,8,18
1543,0,0,0,0,Paris,paris-dante-1,STATION,"48.8513879, 2.3472476",75005,Paris/Dante/1,operational,4,station,nonexistent,2018,4,3,0,5
1544,0,0,0,0,Champigny-sur-Marne,champignysurmarne-stalingrad-214,STATION,"48.826117, 2.4956056",94500,Champigny-sur-Marne/Stalingrad/214,operational,6,station,nonexistent,2018,4,5,11,46
1545,1,1,0,0,Paris,paris-pereire-115,STATION,"48.88576, 2.299225",75017,Paris/Pereire/115,operational,1,station,nonexistent,2018,4,7,6,19
1546,2,2,0,0,Paris,paris-faubourgsaintmartin-203,STATION,"48.8801069, 2.3635391",75010,Paris/Faubourg-Saint-Martin/203,operational,4,station,nonexistent,2018,4,1,9,0
1547,4,4,0,0,CrÃ©teil,creteil-marechaldelattredetassigny-56,STATION,"48.79834, 2.455145",94000,CrÃ©teil/MarÃ©chal de Lattre de Tassigny/56,operational,1,station,nonexistent,2018,4,8,9,11
1548,0,0,0,0,Paris,paris-mathis-35,STATION,"48.8911334, 2.3725951",75019,Paris/Mathis/35,operational,2,station,nonexistent,2018,4,1,13,10
1549,0,0,0,0,CrÃ©teil,creteil-denfertrochereau-12,STATION,"48.7912032, 2.4504989",94000,CrÃ©teil/Denfert Rochereau/12,operational,5,station,nonexistent,2018,4,9,13,10
1550,4,4,0,0,Villejuif,villejuif-augusteperret-11,STATION,"48.787963, 2.3512833",94800,Villejuif/Auguste Perret/11,operational,1,station,nonexistent,2018,4,5,1,47
1551,4,4,1,0,SÃ¨vres,sevres-manufacturenationale-1,PARKING,"48.82829, 2.22518",92310,SÃ¨vres/Manufacture Nationale/1,operational,1,station,nonexistent,2018,4,2,2,23
1552,0,0,0,0,Paris,paris-nonnainsdhyeres-1,STATION,"48.85378, 2.358089",75004,Paris/Nonnains d'HyÃ¨res/1,operational,3,station,nonexistent,2018,4,8,22,38
1553,5,5,1,0,Aubervilliers,aubervilliers-forgerons-202,STATION,"48.903407, 2.368173",93300,Aubervilliers/Forgerons/202,operational,0,station,nonexistent,2018,4,2,11,6
1554,3,3,0,0,Paris,paris-murat-1,STATION,"48.84744, 2.258728",75016,Paris/Murat/1,operational,2,station,nonexistent,2018,4,2,6,31
1555,0,0,0,0,Guyancourt,guyancourt-philibertdelorme-9,STATION,"48.7666671, 2.0786283",78280,Guyancourt/Philibert Delorme/9,future,0,station,nonexistent,2018,4,8,10,2
1556,5,5,0,0,Noisy-le-Sec,noisylesec-frepillon-1,SPACE,"48.8898019, 2.453145",93130,Noisy-le-Sec/FrÃ©pillon/1,operational,0,full_station,broken,2018,4,1,17,27
1557,0,0,0,1,Suresnes,suresnes-verdun-15,SPACE,"48.871036, 2.2276552",92150,Suresnes/Verdun/15,operational,4,full_station,operational,2018,4,2,15,34
1558,3,3,0,0,Paris,paris-lourmel-79,STATION,"48.8451076, 2.287503",75015,Paris/Lourmel/79,operational,0,station,nonexistent,2018,4,1,15,46
1559,5,5,0,0,Saint-Cloud,saintcloud-montvalerien-38,STATION,"48.8569103, 2.2152544",92210,Saint-Cloud/Mont ValÃ©rien/38,operational,0,station,nonexistent,2018,4,5,17,53
1560,6,6,0,0,Champigny-sur-Marne,champignysurmarne-ambroisine-52,STATION,"48.8156249, 2.5620424",94500,Champigny-sur-Marne/Ambroisine/52,operational,0,station,nonexistent,2018,4,1,3,32
1561,3,3,0,0,Les Lilas,leslilas-georgespompidou-3,SPACE,"48.8793959, 2.4156066",93260,Les Lilas/Georges Pompidou/3,operational,3,full_station,broken,2018,4,4,17,9
1562,1,1,0,1,Paris,paris-beaumarchais-87,STATION,"48.8589682, 2.3673798",75003,Paris/Beaumarchais/87,operational,0,station,nonexistent,2018,4,4,21,38
1563,1,1,0,0,Paris,paris-duroc-2,STATION,"48.8482825, 2.315725",75007,Paris/Duroc/2,operational,2,station,nonexistent,2018,4,5,6,23
1564,1,1,0,0,Paris,paris-monge-58,STATION,"48.8444276, 2.3522773",75005,Paris/Monge/58,operational,3,station,nonexistent,2018,4,2,12,35
1565,2,2,0,0,Bagnolet,bagnolet-edouardvaillant-60,STATION,"48.85764, 2.415732",93170,Bagnolet/Edouard Vaillant/60,operational,4,station,nonexistent,2018,4,3,0,5
1566,0,0,0,1,Paris,paris-belleville-22,STATION,"48.8679058, 2.3826171",75020,Paris/Belleville/22,operational,1,station,nonexistent,2018,4,3,18,48
1567,2,2,0,0,ChÃ¢tillon,chatillon-verdun-76,STATION,"48.79988, 2.281576",92320,ChÃ¢tillon/Verdun/76,operational,3,station,nonexistent,2018,4,7,18,29
1568,0,0,0,0,Paris,paris-croulebarbe-1,STATION,"48.8345242, 2.353056",75013,Paris/Croulebarbe/1,operational,5,station,nonexistent,2018,4,5,23,28
1569,1,1,0,0,Montreuil,montreuil-franklin-18,STATION,"48.8617551, 2.4436732",93100,Montreuil/Franklin/18,operational,4,station,nonexistent,2018,4,8,21,3
1570,0,0,0,0,AsniÃ¨res-sur-Seine,asnieressurseine-argenteuil-282,STATION,"48.9234602, 2.2765664",92600,AsniÃ¨res-sur-Seine/Argenteuil/282,future,0,station,nonexistent,2018,4,1,21,31
1571,0,0,0,0,Paris,paris-sainthonore-422,STATION,"48.8683003, 2.3237257",75008,Paris/Saint-HonorÃ©/422,operational,4,station,nonexistent,2018,4,2,1,9
1572,0,0,0,0,Paris,paris-arrivee-16,STATION,"48.843154, 2.321689",75015,Paris/ArrivÃ©e/16,operational,5,station,nonexistent,2018,4,3,13,6
1573,1,1,0,0,Nanterre,nanterre-pabloneruda-6,STATION,"48.89586, 2.216845",92000,Nanterre/Pablo Neruda/6,operational,5,station,nonexistent,2018,4,7,21,43
1574,6,6,0,0,Antony,antony-degaulle-11,STATION,"48.76307, 2.306646",92160,Antony/De Gaulle/11,operational,0,station,broken,2018,4,2,14,36
1575,4,4,0,0,Paris,paris-suffren-78,STATION,"48.851832, 2.2997986",75015,Paris/Suffren/78,operational,1,station,nonexistent,2018,4,3,9,9
1576,1,1,0,0,ChÃ¢tillon,chatillon-republique-140,STATION,"48.8064005, 2.2982685",92320,ChÃ¢tillon/RÃ©publique/140,operational,4,station,nonexistent,2018,4,1,12,19
1577,2,2,0,0,Paris,paris-gouvionmaillot-parking,PARKING,"48.8836, 2.28807",75017,Paris/Gouvion Maillot/Parking,operational,3,station,nonexistent,2018,4,2,15,26
1578,6,6,1,0,Malakoff,malakoff-gabrielperi-120,STATION,"48.8192396, 2.3040697",92240,Malakoff/Gabriel PÃ©ri/120,operational,0,station,nonexistent,2018,4,9,7,7
1579,0,0,0,0,Paris,paris-pierrechausson-1,STATION,"48.8702567, 2.3600462",75010,Paris/Pierre Chausson/1,broken,0,station,nonexistent,2018,4,3,3,37
1580,0,0,0,0,Paris,paris-pasteur2-parking,PARKING,"48.84064, 2.3148",75015,Paris/Pasteur 2/Parking,broken,0,station,nonexistent,2018,4,1,16,13
1581,1,1,0,1,Issy-les-Moulineaux,issylesmoulineaux-iles-21,STATION,"48.8226736, 2.2498224",92130,Issy-les-Moulineaux/Ãles/21,operational,0,station,nonexistent,2018,4,6,18,23
1582,1,1,0,0,Paris,paris-batignolles-92,STATION,"48.8817521, 2.317631",75017,Paris/Batignolles/92,operational,2,station,nonexistent,2018,4,2,10,46
1583,4,4,0,0,Rueil-Malmaison,rueilmalmaison-18juin1940-175,STATION,"48.8650741, 2.2053436",92500,Rueil-Malmaison/18 Juin 1940/175,operational,1,station,nonexistent,2018,4,8,0,52
1584,3,3,0,0,Paris,paris-jeannedarc-157,STATION,"48.8365583, 2.3592348",75013,Paris/Jeanne D'Arc/157,operational,0,station,nonexistent,2018,4,1,8,21
1585,3,3,0,0,Paris,paris-victorhugo-93,STATION,"48.8693047, 2.28449225",75016,Paris/Victor Hugo/93,operational,3,station,nonexistent,2018,4,5,21,14
1586,1,1,0,0,Paris,paris-saintdenis-91,STATION,"48.8740698, 2.3551424",75010,Paris/Saint-Denis/91,operational,3,station,nonexistent,2018,4,9,5,12
1587,1,1,0,0,Paris,paris-cotentin-29,STATION,"48.8385459, 2.3126749",75015,Paris/Cotentin/29,operational,5,station,nonexistent,2018,4,9,4,56
1588,3,3,0,0,Nanterre,nanterre-champspierreux-29,SPACE,"48.8886703, 2.213053",92000,Nanterre/Champs Pierreux/29,operational,0,full_station,operational,2018,4,6,12,21
1589,1,1,0,1,Paris,paris-faubourgsaintmartin-203,STATION,"48.8801069, 2.3635391",75010,Paris/Faubourg-Saint-Martin/203,operational,0,station,nonexistent,2018,4,7,22,44
1590,4,4,0,0,Courbevoie,courbevoie-andreprothin-12,SPACE,"48.89238, 2.245286",92400,Courbevoie/AndrÃ© Prothin/12,operational,0,full_station,operational,2018,4,8,11,30
1591,0,0,0,0,Paris,paris-villiot-20,SPACE,"48.841876, 2.375976",75012,Paris/Villiot/20,broken,0,full_station,broken,2018,4,1,3,56
1592,2,2,0,0,Ãpinay-sur-Seine,epinaysurseine-foch-53,STATION,"48.9491601, 2.3299319",93800,Ãpinay-sur-Seine/Foch/53,operational,2,station,nonexistent,2018,4,1,23,43
1593,0,0,0,0,Paris,paris-quatreseptembre-26,STATION,"48.8700633, 2.3340228",75002,Paris/Quatre Septembre/26,operational,5,station,nonexistent,2018,4,4,5,14
1594,2,2,0,0,Paris,paris-batignolles-27,STATION,"48.884737, 2.321309",75017,Paris/Batignolles/27,operational,1,station,nonexistent,2018,4,3,18,47
1595,1,1,0,1,Vaucresson,vaucresson-charlesdegaulle-2,STATION,"48.8369714, 2.1526301",92420,Vaucresson/Charles de Gaulle/2,operational,3,station,nonexistent,2018,4,3,9,4
1596,0,0,0,0,Paris,paris-saintvincentdepaul-26,STATION,"48.8815794, 2.3528177",75010,Paris/Saint-Vincent-de-Paul/26,broken,0,station,nonexistent,2018,4,4,23,42
1597,6,6,0,1,Saint-Cloud,saintcloud-armengaud-12,STATION,"48.84652, 2.216632",92220,Saint-Cloud/Armengaud/12,operational,0,station,nonexistent,2018,4,6,14,41
1598,1,1,0,0,Clamart,clamart-jeanjaures-255,STATION,"48.8136037, 2.2719303",92140,Clamart/Jean JaurÃ¨s/255,operational,1,station,nonexistent,2018,4,7,19,18
1599,5,5,0,0,Argenteuil,argenteuil-henribarbusse-215,STATION,"48.93154, 2.229872",95100,Argenteuil/Henri Barbusse/215,operational,1,station,nonexistent,2018,4,2,3,43
1600,1,1,0,0,Paris,paris-couronnes-2,STATION,"48.8691502, 2.3808934",75020,Paris/Couronnes/2,operational,2,station,nonexistent,2018,4,9,21,26
1601,6,6,0,0,Rueil-Malmaison,rueilmalmaison-18juin1940-175,STATION,"48.8650741, 2.2053436",92500,Rueil-Malmaison/18 Juin 1940/175,operational,0,station,nonexistent,2018,4,7,6,16
1602,0,0,0,0,Paris,paris-tourmaubourg-76,STATION,"48.8560129, 2.3097645",75007,Paris/Tour-Maubourg/76,operational,5,station,nonexistent,2018,4,7,18,45
1603,1,1,0,0,Paris,paris-perree-18,STATION,"48.86502, 2.360503",75003,Paris/PerrÃ©e/18,operational,0,station,nonexistent,2018,4,9,12,22
1604,1,1,0,0,Ãpinay-sur-Seine,epinaysurseine-fitzelin-64,STATION,"48.960565, 2.3068329",93800,Ãpinay-sur-Seine/Fitzelin/64,operational,4,station,nonexistent,2018,4,1,20,34
1605,6,6,0,0,Paris,paris-mozart-68,STATION,"48.8534164, 2.2685249",75016,Paris/Mozart/68,operational,0,station,nonexistent,2018,4,2,9,21
1606,1,1,0,0,Rueil-Malmaison,rueilmalmaison-albert1er-2,STATION,"48.88034, 2.180216",92500,Rueil-Malmaison/Albert 1er/2,operational,5,station,nonexistent,2018,4,1,21,44
1607,4,4,1,1,Villejuif,villejuif-marcelpaul-6,STATION,"48.8003, 2.356283",94800,Villejuif/Marcel Paul/6,operational,0,station,nonexistent,2018,4,8,14,42
1608,6,6,0,0,Issy-les-Moulineaux,issylesmoulineaux-garibaldi-18,STATION,"48.8215502, 2.2613183",92130,Issy-les-Moulineaux/Garibaldi/18,operational,0,station,nonexistent,2018,4,3,1,33
1609,2,2,0,0,Paris,paris-choisy-8,STATION,"48.8205622, 2.3643333",75013,Paris/Choisy/8,operational,0,station,nonexistent,2018,4,5,11,33
1610,0,0,0,0,Paris,paris-henribarbusse-66,STATION,"48.83912, 2.337229",75014,Paris/Henri Barbusse/66,operational,4,station,nonexistent,2018,4,7,20,14
1611,0,0,0,0,Paris,paris-rachel-1,STATION,"48.8844148, 2.3305461",75018,Paris/Rachel/1,operational,5,station,nonexistent,2018,4,1,7,54
1612,1,1,0,0,Drancy,drancy-marcelinberthelot-73,STATION,"48.9177255, 2.4464355",93700,Drancy/Marcelin Berthelot/73,operational,3,station,nonexistent,2018,4,3,5,46
1613,4,4,0,1,Antony,antony-ancienscombattantsdafriquedunord-1,STATION,"48.75031, 2.300768",92160,Antony/Anciens combattants d'Afrique du Nord/1,operational,0,station,nonexistent,2018,4,1,13,38
1614,2,2,0,0,Paris,paris-jeancocteau-2,STATION,"48.8996, 2.351156",75018,Paris/Jean Cocteau/2,operational,4,station,nonexistent,2018,4,9,20,27
1615,6,6,0,0,Maisons-Alfort,maisonsalfort-generaldegaulle-42,SPACE,"48.8138166, 2.4212353",94700,Maisons-Alfort/De Gaulle/42,operational,0,full_station,operational,2018,4,1,0,32
1616,5,5,0,0,Paris,paris-meurthe-1,STATION,"48.8893057, 2.3835673",75019,Paris/Meurthe/1,operational,1,station,nonexistent,2018,4,3,16,32
1617,2,2,0,0,Paris,paris-mayet-2,STATION,"48.8473691, 2.3182091",75006,Paris/Mayet/2,operational,0,station,nonexistent,2018,4,4,8,1
1618,0,0,0,0,Paris,paris-bertinpoiree-14,STATION,"48.8588109, 2.3449501",75001,Paris/Bertin PoirÃ©e/14,operational,5,station,nonexistent,2018,4,2,1,38
1619,2,2,0,2,Meudon,meudon-jeanjaures-72,STATION,"48.8084458, 2.2410936",92190,Meudon/Jean JaurÃ¨s/72,operational,0,station,broken,2018,4,4,4,31
1620,4,4,0,0,Paris,paris-picpus-7,STATION,"48.8406851, 2.400428",75012,Paris/Picpus/7,operational,2,station,nonexistent,2018,4,7,12,58
1621,2,2,0,0,Paris,paris-goubet-8,STATION,"48.8848179, 2.3901243",75019,Paris/Goubet/8,operational,4,station,nonexistent,2018,4,9,13,25
1622,0,0,0,0,Paris,paris-bourdon-9,STATION,"48.8484226, 2.366004",75004,Paris/Bourdon/9,operational,6,station,nonexistent,2018,4,3,4,42
1623,3,3,0,0,Colombes,colombes-estiennedorves-348,STATION,"48.9108414, 2.2356811",92700,Colombes/Estienne d'Orves/348,operational,2,station,nonexistent,2018,4,5,13,18
1624,6,6,0,0,CrÃ©teil,creteil-generaldegaulle-70,STATION,"48.79699, 2.447968",94000,CrÃ©teil/De Gaulle/70,operational,0,station,nonexistent,2018,4,8,0,5
1625,0,0,0,0,Paris,paris-victoria-17,STATION,"48.857882, 2.346828",75001,Paris/Victoria/17,operational,5,station,nonexistent,2018,4,2,12,59
1626,4,4,0,0,Le Chesnay,lechesnay-leclerc-2,STATION,"48.81562, 2.129228",78150,Le Chesnay/Leclerc/2,operational,0,station,nonexistent,2018,4,1,15,31
1627,4,4,0,0,Meudon,meudon-generaldegaulle-19,STATION,"48.787936, 2.22752",92190,Meudon/De Gaulle/19,operational,2,station,nonexistent,2018,4,5,6,2
1628,1,1,0,0,Paris,paris-haussmann-6,STATION,"48.8723178, 2.3387762",75009,Paris/Haussmann/6,operational,3,station,nonexistent,2018,4,3,0,2
1629,3,3,0,0,Paris,paris-lobineau-9,STATION,"48.8516002, 2.3361369",75006,Paris/Lobineau/9,operational,2,station,nonexistent,2018,4,6,12,56
1630,0,0,0,0,Paris,paris-tronchet-19,STATION,"48.87236, 2.326167",75008,Paris/Tronchet/19,operational,6,station,nonexistent,2018,4,5,3,10
1631,1,1,0,0,Boulogne-Billancourt,boulognebillancourt-anatolefrance-4,STATION,"48.8504347, 2.2370458",92100,Boulogne-Billancourt/Anatole France/4,operational,4,station,nonexistent,2018,4,7,23,46
1632,2,2,0,0,Paris,paris-houdartdelamotte-2,STATION,"48.8406886, 2.2876391",75015,Paris/Houdart de Lamotte/2,operational,0,station,nonexistent,2018,4,5,22,33
1633,1,1,0,0,Paris,paris-seine-77,STATION,"48.8886727, 2.378104",75019,Paris/Seine/77,operational,0,station,nonexistent,2018,4,8,14,23
1634,2,2,0,0,Paris,paris-etiennemarcel-36,STATION,"48.86502, 2.344388",75002,Paris/Ãtienne Marcel/36,operational,2,station,nonexistent,2018,4,6,15,55
1635,0,0,0,0,Paris,paris-bertinpoiree-14,STATION,"48.8588109, 2.3449501",75001,Paris/Bertin PoirÃ©e/14,operational,3,station,nonexistent,2018,4,9,17,49
1636,0,0,0,0,Paris,paris-saintmaur-157,STATION,"48.8686522, 2.374656",75011,Paris/Saint-Maur/157,operational,4,station,nonexistent,2018,4,5,3,27
1637,4,4,0,1,Paris,paris-renecoty-11,STATION,"48.8308657, 2.3339608",75014,Paris/RenÃ© Coty/11,operational,1,station,nonexistent,2018,4,6,13,48
1638,2,2,0,1,Vanves,vanves-antoinefratacci-34,STATION,"48.82101, 2.28876",92170,Vanves/Antoine Fratacci/34,operational,2,station,nonexistent,2018,4,1,23,51
1639,3,3,0,0,Paris,paris-legendre-126,STATION,"48.88879, 2.32219",75017,Paris/Legendre/126,operational,1,station,nonexistent,2018,4,7,3,17
1640,0,0,0,0,Paris,paris-croixdespetitschamps-4,STATION,"48.8624631, 2.3393006",75001,Paris/Croix des Petits Champs/4,operational,1,station,nonexistent,2018,4,5,8,42
1641,0,0,0,1,Paris,paris-charlesbossut-4,STATION,"48.8431847, 2.3837959",75012,Paris/Charles Bossut/4,operational,4,station,nonexistent,2018,4,2,12,49
1642,4,4,0,1,Paris,paris-secretan-4,STATION,"48.8821756, 2.3708912",75019,Paris/SecrÃ©tan/4,operational,0,station,nonexistent,2018,4,5,15,10
1643,2,2,0,0,Colombes,colombes-gabrielperi-335,STATION,"48.9172575, 2.2365491",92700,Colombes/Gabriel PÃ©ri/335,operational,3,station,nonexistent,2018,4,3,15,54
1644,0,0,0,0,Paris,paris-charlesbossut-4,STATION,"48.8431847, 2.3837959",75012,Paris/Charles Bossut/4,operational,5,station,nonexistent,2018,4,5,5,1
1645,1,1,1,0,Paris,paris-rocroy-15,STATION,"48.8801236, 2.3509617",75010,Paris/Rocroy/15,operational,2,station,nonexistent,2018,4,6,17,13
1646,1,1,0,0,Paris,paris-petrarque-2,STATION,"48.8612923, 2.28423",75016,Paris/PÃ©trarque/2,operational,2,station,nonexistent,2018,4,5,5,34
1647,5,5,0,0,Saint-Ouen,saintouen-edouardvaillant-28,STATION,"48.9018633, 2.3341342",93400,Saint-Ouen/Ãdouard Vaillant/28,operational,2,station,nonexistent,2018,4,5,2,42
1648,5,5,0,0,Nanterre,nanterre-gare-9,STATION,"48.89591, 2.198215",92000,Nanterre/Gare/9,operational,0,station,nonexistent,2018,4,5,17,58
1649,3,3,1,1,Bois-Colombes,boiscolombes-leclerc-45,STATION,"48.9151496, 2.2692674",92270,Bois-Colombes/Leclerc/45,operational,0,station,nonexistent,2018,4,5,1,33
