,Cars,Bluecar_counter,Utilib_counter,Utilib_1.4_counter,City,ID,Kind,Geo_point,Postal_code,Public_name,Rental_status,Slots,Station_type,Subscription_status,year,month,day,hour,minute
3112,3,3,1,0,Paris,paris-pereire-115,STATION,"48.88576, 2.299225",75017,Paris/Pereire/115,operational,0,station,nonexistent,2018,4,5,11,3
3113,4,4,1,0,Villeneuve-la-Garenne,villeneuvelagarenne-pompidou-29,STATION,"48.9418303, 2.3235384",92390,Villeneuve-la-Garenne/Pompidou/29,operational,1,station,nonexistent,2018,4,9,3,43
3114,6,6,0,0,La Garenne-Colombes,lagarennecolombes-verdun-41,STATION,"48.90387, 2.230934",92250,La Garenne-Colombes/Verdun/41,operational,0,station,nonexistent,2018,4,3,1,21
3115,7,7,0,0,Paris,paris-renault-2,STATION,"48.8611413, 2.3781941",75011,Paris/Renault/2,operational,0,station,nonexistent,2018,4,9,17,24
3116,5,5,0,0,Vanves,vanves-jeanjaures-101,STATION,"48.8258129, 2.2906328",92170,Vanves/Jean JaurÃ¨s/101,operational,1,station,nonexistent,2018,4,3,4,38
3117,4,4,0,0,Colombes,colombes-seine-52,STATION,"48.9201379, 2.2271027",92700,Colombes/Seine/52,operational,0,station,nonexistent,2018,4,7,21,54
3118,1,1,0,0,Paris,paris-charlesfillion-22,STATION,"48.8884456, 2.3160603",75017,Paris/Charles Fillion/22,operational,2,station,nonexistent,2018,4,9,13,49
3119,6,6,0,0,Rueil-Malmaison,rueilmalmaison-colmar-17,STATION,"48.8871, 2.181057",92500,Rueil-Malmaison/Colmar/17,operational,0,station,nonexistent,2018,4,5,3,58
3120,0,0,0,0,Paris,paris-etatsunis-16,STATION,"48.8684739, 2.2926576",75016,Paris/Ãtats-Unis/16,operational,5,station,nonexistent,2018,4,8,6,7
3121,4,4,0,0,Boulogne-Billancourt,boulognebillancourt-andremorizet-121,STATION,"48.840169, 2.229398",92100,Boulogne-Billancourt/AndrÃ© Morizet/121,operational,0,station,nonexistent,2018,4,8,19,48
3122,0,0,0,0,Paris,paris-amiralcoligny-2,STATION,"48.85971, 2.34024",75001,Paris/Amiral Coligny/2,operational,6,station,nonexistent,2018,4,8,22,15
3123,0,0,0,0,Paris,paris-chausseedantin-5,STATION,"48.8716413, 2.3338862",75009,Paris/ChaussÃ©e d'Antin/5,operational,3,station,nonexistent,2018,4,8,15,27
3124,2,2,0,0,Saint-Ouen,saintouen-moutier-1,STATION,"48.9178855, 2.3323373",93400,Saint-Ouen/Moutier/1,operational,2,station,nonexistent,2018,4,4,23,36
3125,1,1,0,1,Levallois-Perret,levalloisperret-pompidou-parking,PARKING,"48.89851, 2.28102",92300,Levallois-Perret/Pompidou/Parking,operational,0,station,nonexistent,2018,4,6,20,16
3126,0,0,0,0,Paris,paris-provence-35,STATION,"48.874155, 2.338559",75009,Paris/Provence/35,operational,4,station,nonexistent,2018,4,8,13,26
3127,1,1,0,0,Maisons-Alfort,maisonsalfort-generaldegaulle-42,SPACE,"48.8138166, 2.4212353",94700,Maisons-Alfort/De Gaulle/42,operational,5,full_station,operational,2018,4,6,22,43
3128,3,3,0,1,VÃ©lizy-Villacoublay,velizyvillacoublay-dewoittine-1,STATION,"48.78283, 2.215441",78140,VÃ©lizy-Villacoublay/Dewoittine/1,operational,0,station,nonexistent,2018,4,5,8,47
3129,3,3,0,1,Paris,paris-delessert-23,STATION,"48.8585701, 2.2851211",75016,Paris/Delessert/23,operational,1,station,nonexistent,2018,4,4,13,5
3130,3,3,0,0,Paris,paris-bremontier-19,STATION,"48.8849507, 2.3035012",75017,Paris/BrÃ©montier/19,operational,2,station,nonexistent,2018,4,9,23,42
3131,0,0,0,0,Limeil-BrÃ©vannes,limeilbrevannes-emilezola-5,STATION,"48.7486341, 2.4788056",94450,Limeil-BrÃ©vannes/Emile Zola/5,broken,0,station,nonexistent,2018,4,2,23,55
3132,0,0,0,0,Paris,paris-berite-3,STATION,"48.847875, 2.3239783",75006,Paris/BÃ©rite/3,operational,3,station,nonexistent,2018,4,8,16,19
3133,2,2,0,0,Paris,paris-commandantlamy-2,STATION,"48.85579, 2.374203",75011,Paris/Commandant Lamy/2,operational,0,station,nonexistent,2018,4,3,19,22
3134,2,2,0,0,Paris,paris-haussmann-61,STATION,"48.87405, 2.325726",75008,Paris/Haussmann/61,operational,2,station,nonexistent,2018,4,4,17,17
3135,0,0,0,0,Paris,paris-hopital-47,STATION,"48.84019, 2.362478",75013,Paris/HÃ´pital/47,operational,3,station,nonexistent,2018,4,8,21,48
3136,3,3,0,0,Clamart,clamart-victorhugo-40,STATION,"48.804098, 2.2673976",92140,Clamart/Victor Hugo/40,operational,2,station,nonexistent,2018,4,5,0,6
3137,0,0,0,0,Paris,paris-menilmontant-122,STATION,"48.8699519, 2.3952568",75020,Paris/MÃ©nilmontant/122,operational,2,station,nonexistent,2018,4,1,19,38
3138,5,5,0,0,Paris,paris-pyrenees-330,SPACE,"48.8732135, 2.3903853",75020,Paris/PyrÃ©nÃ©es/330,operational,0,full_station,operational,2018,4,5,19,34
3139,1,1,0,1,AsniÃ¨res-sur-Seine,asnieressurseine-sadicarnot-10,STATION,"48.9100165, 2.2897023",92600,AsniÃ¨res-sur-Seine/Sadi Carnot/10,operational,3,station,nonexistent,2018,4,6,14,27
3140,1,1,0,0,Paris,paris-etiennemarcel-36,STATION,"48.86502, 2.344388",75002,Paris/Ãtienne Marcel/36,operational,2,station,nonexistent,2018,4,9,10,53
3141,0,0,0,0,Paris,paris-rennes-105,STATION,"48.8489613, 2.3287351",75006,Paris/Rennes/105,operational,3,station,nonexistent,2018,4,9,13,34
3142,3,3,0,1,Bagneux,bagneux-schweitzer-1,STATION,"48.79006, 2.313115",92220,Bagneux/Schweitzer/1,operational,2,station,nonexistent,2018,4,3,2,56
3143,1,1,0,1,ChÃ¢tillon,chatillon-republique-140,STATION,"48.8064005, 2.2982685",92320,ChÃ¢tillon/RÃ©publique/140,operational,2,station,nonexistent,2018,4,9,7,8
3144,0,0,0,0,Paris,paris-saintdenis-91,STATION,"48.8740698, 2.3551424",75010,Paris/Saint-Denis/91,operational,4,station,nonexistent,2018,4,8,8,24
3145,1,1,0,1,Paris,paris-monceau-43,STATION,"48.8778333, 2.310832",75008,Paris/Monceau/43,operational,0,station,nonexistent,2018,4,4,17,41
3146,6,6,0,0,Bagneux,bagneux-leonblum-13,STATION,"48.7941792, 2.3017033",92220,Bagneux/LÃ©on Blum/13,operational,0,station,nonexistent,2018,4,9,5,1
3147,5,5,1,0,Meudon-la-ForÃªt,meudon-marechaljuin-18,STATION,"48.788083, 2.216266",92360,Meudon/MarÃ©chal Juin/18,operational,0,station,nonexistent,2018,4,9,10,14
3148,4,4,0,0,Paris,paris-pauldoumer-72,STATION,"48.859756, 2.2786938",75016,Paris/Paul Doumer/72,operational,1,station,nonexistent,2018,4,7,6,1
3149,6,6,0,0,Issy-les-Moulineaux,issylesmoulineaux-vaudetard-7,STATION,"48.8271, 2.27659",92130,Issy-les-Moulineaux/Vaudetard/7,operational,0,station,nonexistent,2018,4,3,13,4
3150,2,2,0,0,Drancy,drancy-augusteblanqui-22,STATION,"48.9207972, 2.4559699",93700,Drancy/Auguste Blanqui/22,operational,4,station,nonexistent,2018,4,3,6,33
3151,2,2,0,0,Ville-d'Avray,villedavray-charlesdegaulle-1,SPACE,"48.826, 2.18935",92410,Ville-d'Avray/Charles de Gaulle/1,operational,1,full_station,operational,2018,4,7,20,29
3152,3,3,0,0,Romainville,romainville-marcelethis-15,STATION,"48.87798, 2.44464",93230,Romainville/Marcel Ethis/15,operational,0,station,nonexistent,2018,4,8,15,15
3153,1,1,0,0,Paris,paris-pompe-137,STATION,"48.867315, 2.280347",75016,Paris/Pompe/137,operational,1,station,nonexistent,2018,4,1,4,13
3154,0,0,0,0,Paris,paris-ivry-3,STATION,"48.82175, 2.36868",75013,Paris/Ivry/3,operational,3,station,nonexistent,2018,4,8,18,34
3155,5,5,0,0,Clichy-la-Garenne,clichylagarenne-jeanjaures-122,STATION,"48.9057159, 2.301558",92210,Clichy-la-Garenne/Jean JaureÌs/122,operational,0,station,nonexistent,2018,4,9,6,37
3156,4,4,0,0,Paris,paris-ramey-62,STATION,"48.8916426, 2.3449781",75018,Paris/Ramey/62,operational,0,station,nonexistent,2018,4,9,21,11
3157,2,2,0,0,Paris,paris-rapee-46,STATION,"48.8419525, 2.3728276",75012,Paris/RapÃ©e/46,operational,4,station,nonexistent,2018,4,1,9,37
3158,0,0,0,0,Issy-les-Moulineaux,issylesmoulineaux-bara-28,STATION,"48.8326967, 2.2682505",92130,Issy-les-Moulineaux/Bara/28,operational,5,station,nonexistent,2018,4,6,0,54
3159,3,3,0,0,VerriÃ¨res-le-Buisson,verriereslebuisson-destiennedorves-204,STATION,"48.7409291, 2.2523628",91370,VerriÃ¨res-le-Buisson/D'Estienne d'Orves/204,operational,4,station,nonexistent,2018,4,6,7,38
3160,6,6,0,0,CrÃ©teil,creteil-claudenicolasledoux-4,STATION,"48.766, 2.470911",94000,CrÃ©teil/Claude-Nicolas Ledoux/4,operational,0,station,nonexistent,2018,4,8,20,42
3161,0,0,0,0,Paris,paris-uzes-1,STATION,"48.8704209, 2.3454538",75002,Paris/UzÃ¨s/1,operational,3,station,nonexistent,2018,4,8,20,55
3162,4,4,0,0,Nanterre,nanterre-champspierreux-29,SPACE,"48.8886703, 2.213053",92000,Nanterre/Champs Pierreux/29,operational,0,full_station,operational,2018,4,9,7,16
3163,0,0,0,0,Bourg-la-Reine,bourglareine-leclerc-35,STATION,"48.7847049, 2.3176864",92340,Bourg-la-Reine/Leclerc/35,broken,0,station,nonexistent,2018,4,1,14,50
3164,0,0,0,0,Paris,paris-rennes-105,STATION,"48.8489613, 2.3287351",75006,Paris/Rennes/105,operational,4,station,nonexistent,2018,4,3,2,32
3165,3,3,0,0,AsniÃ¨res-sur-Seine,asnieressurseine-colombes-4,STATION,"48.9120069, 2.2863503",92600,AsniÃ¨res-sur-Seine/Colombes/4,operational,0,station,nonexistent,2018,4,4,18,15
3166,4,4,0,0,Rosny-sous-Bois,rosnysousbois-variot-40,STATION,"48.8798646, 2.4931178",93110,Rosny-sous-Bois/Variot/40,operational,2,station,nonexistent,2018,4,4,3,40
3167,4,4,0,0,Levallois-Perret,levalloisperret-pompidou-parking,PARKING,"48.89851, 2.28102",92300,Levallois-Perret/Pompidou/Parking,operational,0,station,nonexistent,2018,4,3,4,23
3168,5,5,0,0,Clamart,clamart-generaldegaulle-118,STATION,"48.7905884, 2.2639525",92140,Clamart/De Gaulle/118,operational,0,station,nonexistent,2018,4,6,10,28
3169,2,2,0,0,CrÃ©teil,creteil-denfertrochereau-12,STATION,"48.7912032, 2.4504989",94000,CrÃ©teil/Denfert Rochereau/12,operational,1,station,nonexistent,2018,4,9,0,29
3170,0,0,0,0,Paris,paris-bosquet-41,STATION,"48.8580816, 2.3040495",75007,Paris/Bosquet/41,operational,5,station,nonexistent,2018,4,9,2,12
3171,3,3,0,0,Vanves,vanves-renesahors-9,STATION,"48.82097, 2.29165",92170,Vanves/RenÃ© Sahors/9,operational,3,station,nonexistent,2018,4,8,10,16
3172,6,6,0,0,Issy-les-Moulineaux,issylesmoulineaux-champchardon-44,STATION,"48.821914, 2.252089",92130,Issy-les-Moulineaux/Champ Chardon/44,operational,0,station,nonexistent,2018,4,8,22,11
3173,3,3,0,0,Paris,paris-couronnes-2,STATION,"48.8691502, 2.3808934",75020,Paris/Couronnes/2,operational,0,station,nonexistent,2018,4,5,17,32
3174,0,0,0,0,Paris,paris-milton-12,STATION,"48.8777212, 2.3409177",75009,Paris/Milton/12,operational,5,station,nonexistent,2018,4,8,2,58
3175,1,1,0,0,Paris,paris-victorhugo-60,SPACE,"48.870343, 2.286851",75016,Paris/Victor Hugo/60,operational,3,full_station,broken,2018,4,3,3,9
3176,4,4,0,0,Clichy-la-Garenne,clichylagarenne-jeanjaures-122,STATION,"48.9057159, 2.301558",92210,Clichy-la-Garenne/Jean JaureÌs/122,operational,2,station,nonexistent,2018,4,5,13,31
3177,0,0,0,0,Paris,paris-diderot-172,SPACE,"48.8480068, 2.3940643",75012,Paris/Diderot/172,operational,5,full_station,broken,2018,4,8,13,59
3178,0,0,0,0,Paris,paris-ecoledemedecine-21,PARKING,"48.8505961, 2.3406066",75006,Paris/Ecole de Medecine/21,future,0,station,nonexistent,2018,4,4,20,9
3179,1,1,0,0,Charenton-le-Pont,charentonlepont-paris-147,STATION,"48.82687, 2.405368",94220,Charenton-le-Pont/Paris/147,operational,2,station,nonexistent,2018,4,6,15,33
3180,0,0,0,0,Paris,paris-berite-3,STATION,"48.847875, 2.3239783",75006,Paris/BÃ©rite/3,operational,3,station,nonexistent,2018,4,8,23,45
3181,1,1,0,0,Paris,paris-courcelles-69,STATION,"48.878351, 2.3044935",75008,Paris/Courcelles/69,operational,0,station,nonexistent,2018,4,9,16,37
3182,4,4,0,1,Paris,paris-crimee-82,STATION,"48.882362, 2.386574",75019,Paris/CrimÃ©e/82,operational,1,station,nonexistent,2018,4,2,6,34
3183,3,3,0,0,Paris,paris-lagny-117,STATION,"48.8491535, 2.4133021",75020,Paris/Lagny/117,operational,0,station,nonexistent,2018,4,5,18,6
3184,3,3,0,0,Paris,paris-jeanveber-3,STATION,"48.8624944, 2.4096676",75020,Paris/Jean Veber/3,operational,1,station,nonexistent,2018,4,4,15,43
3185,5,5,0,0,Paris,paris-francoisdeneufchateau-11,STATION,"48.8561529, 2.3825248",75011,Paris/FranÃ§ois de Neufchateau/11,operational,1,station,nonexistent,2018,4,3,2,35
3186,0,0,0,0,Paris,paris-charlesbossut-4,STATION,"48.8431847, 2.3837959",75012,Paris/Charles Bossut/4,operational,4,station,nonexistent,2018,4,7,3,14
3187,5,5,0,0,Paris,paris-buissonsaintlouis-2,STATION,"48.87179, 2.372482",75010,Paris/Buisson Saint Louis/2,operational,0,station,nonexistent,2018,4,3,6,5
3188,4,4,0,0,Paris,paris-adolpheyvon-6,STATION,"48.8644046, 2.2710381",75016,Paris/Adolphe Yvon/6,operational,2,station,nonexistent,2018,4,4,21,47
3189,1,1,0,0,Paris,paris-algerie-7,STATION,"48.8799263, 2.4004487",75019,Paris/AlgÃ©rie/7,operational,3,station,nonexistent,2018,4,1,20,13
3190,2,2,0,0,Paris,paris-georgev-44,STATION,"48.87057, 2.301121",75008,Paris/George V/44,operational,1,station,nonexistent,2018,4,5,21,50
3191,1,1,1,0,Paris,paris-polonceau-19,STATION,"48.8856198, 2.3531328",75018,Paris/Polonceau/19,operational,2,station,nonexistent,2018,4,4,11,50
3192,5,5,0,1,Paris,paris-lourmel-33,STATION,"48.8482831, 2.2905269",75015,Paris/Lourmel/33,operational,0,station,nonexistent,2018,4,3,17,6
3193,0,0,1,0,Paris,paris-jouffroydabbans-14,STATION,"48.88676, 2.311893",75017,Paris/Jouffroy d'Abbans/14,operational,3,station,nonexistent,2018,4,4,21,11
3194,3,3,0,0,Paris,paris-buissonsaintlouis-2,STATION,"48.87179, 2.372482",75010,Paris/Buisson Saint Louis/2,operational,0,station,nonexistent,2018,4,7,23,32
3195,3,3,0,0,CrÃ©teil,creteil-archives-5,STATION,"48.78363, 2.456881",94000,CrÃ©teil/Archives/5,operational,3,station,nonexistent,2018,4,3,12,50
3196,0,0,0,0,Paris,paris-voltaire-59,STATION,"48.8619069, 2.3735705",75011,Paris/Voltaire/59,broken,0,station,nonexistent,2018,4,7,7,0
3197,0,0,0,0,Paris,paris-segur-55,STATION,"48.8492973, 2.3077697",75007,Paris/SÃ©gur/55,operational,5,station,nonexistent,2018,4,6,0,51
3198,2,2,0,0,Courbevoie,courbevoie-arche-49,STATION,"48.897827, 2.23817",92400,Courbevoie/Arche/49,operational,0,station,nonexistent,2018,4,3,22,57
3199,4,4,0,1,Nogent-sur-Marne,nogentsurmarne-jeanmonnet-1,SPACE,"48.8383861, 2.4934423",94130,Nogent-sur-Marne/Jean Monnet/1,operational,1,full_station,broken,2018,4,3,4,50
3200,6,6,0,0,Issy-les-Moulineaux,issylesmoulineaux-verdun-135,STATION,"48.81855, 2.25291",92130,Issy-les-Moulineaux/Verdun/135,operational,0,station,nonexistent,2018,4,6,4,34
3201,0,0,0,0,Paris,paris-notredamedesvictoires-21,STATION,"48.8696994, 2.3423247",75002,Paris/Notre-Dame des Victoires/21,operational,4,station,nonexistent,2018,4,9,23,58
3202,2,2,0,0,Suresnes,suresnes-marcelmonge-2,STATION,"48.86121, 2.224382",92150,Suresnes/Marcel Monge/2,operational,2,station,nonexistent,2018,4,7,23,48
3203,0,0,0,0,Paris,paris-aumale-28,STATION,"48.878643, 2.3347774",75009,Paris/Aumale/28,operational,4,station,nonexistent,2018,4,7,14,57
3204,1,1,0,0,Paris,paris-bernardins-23,STATION,"48.84934, 2.350152",75005,Paris/Bernardins/23,operational,4,station,nonexistent,2018,4,2,9,3
3205,4,4,0,0,Paris,paris-plantes-56,STATION,"48.8283698, 2.3216963",75014,Paris/Plantes/56,operational,0,station,nonexistent,2018,4,1,12,9
3206,0,0,0,0,Paris,paris-beaurepaire-31,STATION,"48.87119, 2.364206",75010,Paris/Beaurepaire/31,operational,5,station,nonexistent,2018,4,2,8,39
3207,0,0,0,0,ChÃ¢tillon,chatillon-liberte-100,STATION,"48.798768, 2.294377",92320,ChÃ¢tillon/LibertÃ©/100,broken,0,station,nonexistent,2018,4,3,20,26
3208,4,4,0,1,Paris,paris-julesromains-1,SPACE,"48.8727407, 2.3782985",75019,Paris/Jules Romains/1,operational,0,full_station,operational,2018,4,3,9,35
3209,4,4,0,0,Nanterre,nanterre-8mai1945-109,STATION,"48.8926309, 2.2063258",92000,Nanterre/8 mai 1945/109,operational,2,station,nonexistent,2018,4,3,17,18
3210,1,1,0,0,Paris,paris-gerbert-11,STATION,"48.8395783, 2.2986453",75015,Paris/Gerbert/11,operational,3,station,nonexistent,2018,4,2,16,40
3211,3,3,0,0,Paris,paris-marceau-59,STATION,"48.8698929, 2.2976445",75016,Paris/Marceau/59,operational,0,station,nonexistent,2018,4,6,10,0
3212,0,0,0,0,Paris,paris-halles-3,SPACE,"48.8589371, 2.347433",75001,Paris/Halles/3,broken,0,full_station,operational,2018,4,5,14,14
3213,1,1,0,0,ChÃ¢tenay-Malabry,chatenaymalabry-sullyprudomme-33,STATION,"48.76587, 2.290613",92290,ChÃ¢tenay-Malabry/Sully Prudhomme/33,operational,5,station,nonexistent,2018,4,3,18,43
3214,3,3,1,1,Ville-d'Avray,villedavray-charlesdegaulle-1,SPACE,"48.826, 2.18935",92410,Ville-d'Avray/Charles de Gaulle/1,operational,0,full_station,operational,2018,4,4,14,44
3215,4,4,0,0,Champigny-sur-Marne,champignysurmarne-daniellecasanova-22,STATION,"48.8252176, 2.5124364",94500,Champigny-sur-Marne/Danielle Casanova/22,operational,2,station,nonexistent,2018,4,9,4,10
3216,3,3,0,0,Paris,paris-clichy-23,STATION,"48.8826, 2.3363",75009,Paris/Clichy/23,operational,2,station,nonexistent,2018,4,3,12,21
3217,5,5,0,1,La Garenne-Colombes,lagarennecolombes-national-90,STATION,"48.9086393, 2.2374151",92250,La Garenne-Colombes/National/90,operational,0,station,nonexistent,2018,4,1,7,42
3218,6,6,0,0,Alfortville,alfortville-charlesdegaulle-16,STATION,"48.81456, 2.413135",94140,Alfortville/Charles de Gaulle/16,operational,0,station,nonexistent,2018,4,4,3,30
3219,0,0,0,0,Paris,paris-tronchet-19,STATION,"48.87236, 2.326167",75008,Paris/Tronchet/19,operational,4,station,nonexistent,2018,4,8,21,20
3220,0,0,0,0,Paris,paris-chateaulandon-24,STATION,"48.8814921, 2.3629571",75010,Paris/ChÃ¢teau Landon/24,operational,4,station,nonexistent,2018,4,3,2,4
3221,0,0,0,0,ChÃ¢tenay-Malabry,chatenaymalabry-jeanjaures-280,STATION,"48.76739, 2.255521",92290,ChÃ¢tenay-Malabry/Jean JaurÃ¨s/280,broken,0,station,nonexistent,2018,4,6,6,12
3222,1,1,2,0,Paris,paris-arago-99,STATION,"48.834286, 2.3338533",75014,Paris/Arago/99,operational,1,station,nonexistent,2018,4,6,21,13
3223,0,0,0,0,Paris,paris-boucry-35,STATION,"48.895148, 2.3595823",75018,Paris/Boucry/35,broken,0,station,nonexistent,2018,4,7,10,42
3224,7,7,0,0,Le Plessis-Robinson,leplessisrobinson-galilee-16,STATION,"48.77758, 2.24625349",92350,Le Plessis-Robinson/GalilÃ©e/16,operational,0,station,nonexistent,2018,4,5,9,22
3225,5,5,1,0,Paris,paris-cambronne-parking,PARKING,"48.84547, 2.30117",75015,Paris/Cambronne/Parking,operational,0,station,nonexistent,2018,4,4,16,43
3226,5,5,0,0,Paris,paris-maine-185,STATION,"48.83072, 2.325855",75014,Paris/Maine/185,operational,0,station,nonexistent,2018,4,7,5,20
3227,5,5,0,0,Saint-Ouen,saintouen-dulcieseptember-3,STATION,"48.90573, 2.321015",93400,Saint-Ouen/Dulcie September/3,operational,1,station,nonexistent,2018,4,8,7,49
3228,0,0,0,0,Paris,paris-etiennemarcel-36,STATION,"48.86502, 2.344388",75002,Paris/Ãtienne Marcel/36,operational,3,station,nonexistent,2018,4,5,20,1
3229,2,2,0,0,Paris,paris-taillebourg-2,STATION,"48.84948, 2.397761",75011,Paris/Taillebourg/2,operational,3,station,nonexistent,2018,4,1,3,31
3230,4,4,0,1,Paris,paris-poteau-40,STATION,"48.8945152, 2.3412577",75018,Paris/Poteau/40,operational,0,station,nonexistent,2018,4,7,5,21
3231,5,5,0,0,Bagnolet,bagnolet-edouardvaillant-60,STATION,"48.85764, 2.415732",93170,Bagnolet/Edouard Vaillant/60,operational,1,station,nonexistent,2018,4,5,7,11
3232,4,4,0,0,Nanterre,nanterre-ecoles-5,STATION,"48.886678, 2.220199",92000,Nanterre/Ecoles/5,operational,1,station,nonexistent,2018,4,9,13,30
3233,1,1,0,0,Paris,paris-friedland-42,STATION,"48.8741642, 2.2976358",75008,Paris/Friedland/42,operational,1,station,nonexistent,2018,4,9,21,29
3234,0,0,0,0,Paris,paris-montparnassegaite-parking,PARKING,"48.83881, 2.32059",75014,Paris/Montparnasse GaÃ®tÃ©/Parking,broken,0,station,nonexistent,2018,4,8,16,31
3235,0,0,0,0,Paris,paris-temple-36,STATION,"48.8596689, 2.3542653",75004,Paris/Temple/36,operational,0,station,nonexistent,2018,4,8,20,6
3236,4,4,0,0,Charenton-le-Pont,charentonlepont-nouveaubercy-2,STATION,"48.8232903, 2.3967025",94220,Charenton-le-Pont/Nouveau Bercy/2,operational,0,station,nonexistent,2018,4,4,17,34
3237,0,0,2,1,Paris,paris-hericart-54,STATION,"48.8490157, 2.2874011",75015,Paris/HÃ©ricart/54,operational,0,station,nonexistent,2018,4,4,8,4
3238,0,0,0,0,CrÃ©teil,creteil-denfertrochereau-12,STATION,"48.7912032, 2.4504989",94000,CrÃ©teil/Denfert Rochereau/12,operational,5,station,nonexistent,2018,4,9,14,9
3239,0,0,0,0,Paris,paris-etoilefoch-parking,PARKING,"48.87366, 2.29201",75016,Paris/Etoile Foch/Parking,broken,0,station,nonexistent,2018,4,9,2,48
3240,1,1,0,0,VerriÃ¨res-le-Buisson,verriereslebuisson-marechalfoch-56,STATION,"48.7457426, 2.2691436",91370,VerriÃ¨res-le-Buisson/MarÃ©chal Foch/56,operational,6,station,nonexistent,2018,4,4,4,36
3241,2,2,0,0,Paris,paris-parmentier-2,SPACE,"48.8584385, 2.3800903",75011,Paris/Parmentier/2,operational,2,full_station,operational,2018,4,6,2,21
3242,0,0,0,1,Paris,paris-batignolles-9,STATION,"48.8830163, 2.325922",75008,Paris/Batignolles/9,operational,1,station,nonexistent,2018,4,8,2,1
3243,0,0,0,1,Paris,paris-marceau-59,STATION,"48.8698929, 2.2976445",75016,Paris/Marceau/59,operational,4,station,nonexistent,2018,4,9,21,37
3244,3,3,0,0,Paris,paris-vincennes-120,STATION,"48.846304, 2.410751",75012,Paris/Vincennes/120,operational,0,station,nonexistent,2018,4,1,20,23
3245,5,5,0,0,Aulnay-sous-bois,aulnaysousbois-marysebastie-1,STATION,"48.9592819, 2.4956263",93600,Aulnay-sous-bois/Maryse BastiÃ©/1,operational,2,station,nonexistent,2018,4,1,10,41
3246,0,0,0,0,Clichy-sous-Bois,clichysousbois-11novembre1918-1,SPACE,"48.91034, 2.5465",93390,Clichy-sous-Bois/11 Novembre 1918/1,broken,0,full_station,broken,2018,4,6,19,16
3247,1,1,0,0,Suresnes,suresnes-tuilerie-33,STATION,"48.8618708, 2.2133061",92150,Suresnes/Tuilerie/33,operational,3,station,nonexistent,2018,4,4,18,20
3248,0,0,0,0,Paris,paris-bac-142,STATION,"48.8508194, 2.3237968",75007,Paris/Bac/142,operational,5,station,nonexistent,2018,4,1,2,10
3249,1,1,0,0,Paris,paris-vincentauriol-parking,PARKING,"48.83516, 2.37305",75013,Paris/Vincent Auriol/Parking,operational,4,station,nonexistent,2018,4,8,3,5
3250,2,2,0,0,Romainville,romainville-pierrekerautret-40,SPACE,"48.8826947, 2.4435891",93230,Romainville/Pierre Kerautret/40,operational,2,full_station,operational,2018,4,2,11,34
3251,2,2,0,1,Argenteuil,argenteuil-aristidebriand-1,STATION,"48.9487762, 2.25755644",95100,Argenteuil/Aristide Briand/1,operational,4,station,nonexistent,2018,4,3,6,36
3252,3,3,0,0,Bezons,bezons-edouardvaillant-77,SPACE,"48.9264447, 2.2138164",95870,Bezons/Edouard Vaillant/77,operational,1,full_station,broken,2018,4,1,6,48
3253,0,0,0,0,Paris,paris-rapee-46,STATION,"48.8419525, 2.3728276",75012,Paris/RapÃ©e/46,operational,4,station,nonexistent,2018,4,8,20,15
3254,4,4,1,0,Paris,paris-julienlacroix-39,STATION,"48.8698372, 2.3850271",75020,Paris/Julien Lacroix/39,operational,1,station,nonexistent,2018,4,2,6,27
3255,5,5,0,0,ChÃ¢tillon,chatillon-verdun-76,STATION,"48.79988, 2.281576",92320,ChÃ¢tillon/Verdun/76,operational,1,station,nonexistent,2018,4,4,2,51
3256,3,3,0,1,Paris,paris-septarpents-9,STATION,"48.88947, 2.398229",75019,Paris/Sept Arpents/9,operational,2,station,nonexistent,2018,4,4,8,36
3257,0,0,0,1,Bagnolet,bagnolet-pasteur-124,STATION,"48.87608, 2.418952",93170,Bagnolet/Pasteur/124,operational,3,station,nonexistent,2018,4,2,22,22
3258,1,1,0,0,Aulnay-sous-bois,aulnaysousbois-marysebastie-1,STATION,"48.9592819, 2.4956263",93600,Aulnay-sous-bois/Maryse BastiÃ©/1,operational,6,station,nonexistent,2018,4,5,8,19
3259,5,5,0,0,SÃ¨vres,sevres-granderue-123,STATION,"48.821593, 2.2050638",92310,SÃ¨vres/Grande Rue/123,operational,1,station,nonexistent,2018,4,6,0,13
3260,2,2,0,0,Gennevilliers,gennevilliers-louisroche-125,STATION,"48.9269437, 2.3143339",92230,Gennevilliers/Louis Roche/125,operational,2,station,nonexistent,2018,4,6,15,40
3261,0,0,0,0,Paris,paris-rochechouart-31,STATION,"48.8829733, 2.3454871",75009,Paris/Rochechouart/31,operational,5,station,nonexistent,2018,4,1,16,28
3262,0,0,0,0,Ãpinay-sur-Seine,epinaysurseine-fitzelin-64,STATION,"48.960565, 2.3068329",93800,Ãpinay-sur-Seine/Fitzelin/64,operational,5,station,nonexistent,2018,4,3,19,55
3263,1,1,0,0,Romainville,romainville-pierrekerautret-40,SPACE,"48.8826947, 2.4435891",93230,Romainville/Pierre Kerautret/40,operational,3,full_station,operational,2018,4,4,15,15
3264,0,0,0,0,Malakoff,malakoff-generalmalleretjoinville-2,STATION,"48.8118151, 2.2811943",92240,Malakoff/Malleret Joinville/2,operational,6,station,nonexistent,2018,4,5,7,29
